georgn,pressure,pressure_category,scen_time,color,avg_impact
Central America,light pollution,land-based,ssp585_current,#DFC524FF,0.0014558163624841987
Eastern Africa,light pollution,land-based,ssp585_current,#DFC524FF,7.123990655142559e-4
Eastern Asia,light pollution,land-based,ssp585_current,#DFC524FF,0.014245959268014884
Eastern Europe,light pollution,land-based,ssp585_current,#DFC524FF,7.106329098783825e-4
Melanesia,light pollution,land-based,ssp585_current,#DFC524FF,1.0829615639697399e-4
Micronesia,light pollution,land-based,ssp585_current,#DFC524FF,2.2425322488768437e-4
Middle Africa,light pollution,land-based,ssp585_current,#DFC524FF,0.0026492169584308063
Northern Africa,light pollution,land-based,ssp585_current,#DFC524FF,0.00994770946906037
Northern America,light pollution,land-based,ssp585_current,#DFC524FF,0.0018386477140957095
Northern Europe,light pollution,land-based,ssp585_current,#DFC524FF,0.004799910839866758
Polynesia,light pollution,land-based,ssp585_current,#DFC524FF,5.8785172379863985e-5
South America,light pollution,land-based,ssp585_current,#DFC524FF,0.003833207243602824
South-eastern Asia,light pollution,land-based,ssp585_current,#DFC524FF,0.0018595555679875428
Southern Africa,light pollution,land-based,ssp585_current,#DFC524FF,0.004383495545207135
Southern Asia,light pollution,land-based,ssp585_current,#DFC524FF,0.0055077966173246095
Southern Europe,light pollution,land-based,ssp585_current,#DFC524FF,0.010596137212435549
Southern Islands,light pollution,land-based,ssp585_current,#DFC524FF,0
Western Africa,light pollution,land-based,ssp585_current,#DFC524FF,0.002643092514279364
Western Asia,light pollution,land-based,ssp585_current,#DFC524FF,0.013284438020430733
Western Europe,light pollution,land-based,ssp585_current,#DFC524FF,0.012880765060881925
Antarctica,light pollution,land-based,ssp585_medium-term,#DFC524FF,0
Australia and New Zealand,light pollution,land-based,ssp585_medium-term,#DFC524FF,0.001887756272059416
Caribbean,light pollution,land-based,ssp585_medium-term,#DFC524FF,0.003144300394545359
Central America,light pollution,land-based,ssp585_medium-term,#DFC524FF,0.002015503991494098
Eastern Africa,light pollution,land-based,ssp585_medium-term,#DFC524FF,0.004739947260766856
Eastern Asia,light pollution,land-based,ssp585_medium-term,#DFC524FF,0.01732317709155314
Eastern Europe,light pollution,land-based,ssp585_medium-term,#DFC524FF,7.500684785072895e-4
Melanesia,light pollution,land-based,ssp585_medium-term,#DFC524FF,3.005323175512804e-4
Micronesia,light pollution,land-based,ssp585_medium-term,#DFC524FF,1.3275889348967102e-4
Middle Africa,light pollution,land-based,ssp585_medium-term,#DFC524FF,0.005357673694484084
Northern Africa,light pollution,land-based,ssp585_medium-term,#DFC524FF,0.012256574886285813
Northern America,light pollution,land-based,ssp585_medium-term,#DFC524FF,0.002292878445172938
Northern Europe,light pollution,land-based,ssp585_medium-term,#DFC524FF,0.006800738833828117
Polynesia,light pollution,land-based,ssp585_medium-term,#DFC524FF,1.7961356024341851e-4
South America,light pollution,land-based,ssp585_medium-term,#DFC524FF,0.004107953810887689
South-eastern Asia,light pollution,land-based,ssp585_medium-term,#DFC524FF,0.0055680521416726905
Southern Africa,light pollution,land-based,ssp585_medium-term,#DFC524FF,0.00560708874427951
Southern Asia,light pollution,land-based,ssp585_medium-term,#DFC524FF,0.0157381743128536
Southern Europe,light pollution,land-based,ssp585_medium-term,#DFC524FF,0.011110524151535404
Southern Islands,light pollution,land-based,ssp585_medium-term,#DFC524FF,0
Western Africa,light pollution,land-based,ssp585_medium-term,#DFC524FF,0.009904986267541388
Western Asia,light pollution,land-based,ssp585_medium-term,#DFC524FF,0.014783195405655774
Western Europe,light pollution,land-based,ssp585_medium-term,#DFC524FF,0.01981773899924685
Antarctica,light pollution,land-based,ssp585_near-term,#DFC524FF,0
Australia and New Zealand,light pollution,land-based,ssp585_near-term,#DFC524FF,0.001361609833036191
Caribbean,light pollution,land-based,ssp585_near-term,#DFC524FF,0.0024497586904317125
Central America,light pollution,land-based,ssp585_near-term,#DFC524FF,0.001645547520667915
Eastern Africa,light pollution,land-based,ssp585_near-term,#DFC524FF,0.001645241735918618
Eastern Asia,light pollution,land-based,ssp585_near-term,#DFC524FF,0.016161609157784432
Eastern Europe,light pollution,land-based,ssp585_near-term,#DFC524FF,6.741782810331195e-4
Melanesia,light pollution,land-based,ssp585_near-term,#DFC524FF,1.6364525673049076e-4
Micronesia,light pollution,land-based,ssp585_near-term,#DFC524FF,1.2461784662116696e-4
Middle Africa,light pollution,land-based,ssp585_near-term,#DFC524FF,0.003188376421768577
Northern Africa,light pollution,land-based,ssp585_near-term,#DFC524FF,0.010617350036635302
Northern America,light pollution,land-based,ssp585_near-term,#DFC524FF,0.00196749209002114
Northern Europe,light pollution,land-based,ssp585_near-term,#DFC524FF,0.005756176382903231
Polynesia,light pollution,land-based,ssp585_near-term,#DFC524FF,1.4178997580056708e-4
South America,light pollution,land-based,ssp585_near-term,#DFC524FF,0.0037335386807425186
South-eastern Asia,light pollution,land-based,ssp585_near-term,#DFC524FF,0.004096049726996352
Southern Africa,light pollution,land-based,ssp585_near-term,#DFC524FF,0.00501610608084393
Southern Asia,light pollution,land-based,ssp585_near-term,#DFC524FF,0.009942964534225536
Southern Europe,light pollution,land-based,ssp585_near-term,#DFC524FF,0.01001910154740224
Southern Islands,light pollution,land-based,ssp585_near-term,#DFC524FF,0
Western Africa,light pollution,land-based,ssp585_near-term,#DFC524FF,0.005464512809690919
Western Asia,light pollution,land-based,ssp585_near-term,#DFC524FF,0.012835569122133461
Western Europe,light pollution,land-based,ssp585_near-term,#DFC524FF,0.017506282874073607
Antarctica,nutrient pollution,land-based,ssp245_current,#ED8660FF,0
Australia and New Zealand,nutrient pollution,land-based,ssp245_current,#ED8660FF,0.00532421207897193
Caribbean,nutrient pollution,land-based,ssp245_current,#ED8660FF,0.007493128662206138
Central America,nutrient pollution,land-based,ssp245_current,#ED8660FF,0.025472020416941993
Eastern Africa,nutrient pollution,land-based,ssp245_current,#ED8660FF,0.016115976728166205
Eastern Asia,nutrient pollution,land-based,ssp245_current,#ED8660FF,0.052146745413164074
Eastern Europe,nutrient pollution,land-based,ssp245_current,#ED8660FF,0.004582370817555931
Melanesia,nutrient pollution,land-based,ssp245_current,#ED8660FF,7.170061918306923e-4
Micronesia,nutrient pollution,land-based,ssp245_current,#ED8660FF,0
Middle Africa,nutrient pollution,land-based,ssp245_current,#ED8660FF,0.023533272616909767
Northern Africa,nutrient pollution,land-based,ssp245_current,#ED8660FF,0.021109276193930722
Northern America,nutrient pollution,land-based,ssp245_current,#ED8660FF,0.0042482868543782006
Northern Europe,nutrient pollution,land-based,ssp245_current,#ED8660FF,0.009330202768649262
Polynesia,nutrient pollution,land-based,ssp245_current,#ED8660FF,3.797165521004031e-5
South America,nutrient pollution,land-based,ssp245_current,#ED8660FF,0.02135693144476819
South-eastern Asia,nutrient pollution,land-based,ssp245_current,#ED8660FF,0.015302955220720003
Southern Africa,nutrient pollution,land-based,ssp245_current,#ED8660FF,0.01914922249214225
Southern Asia,nutrient pollution,land-based,ssp245_current,#ED8660FF,0.06470096653965565
Southern Europe,nutrient pollution,land-based,ssp245_current,#ED8660FF,0.019324040037535444
Southern Islands,nutrient pollution,land-based,ssp245_current,#ED8660FF,0
Western Africa,nutrient pollution,land-based,ssp245_current,#ED8660FF,0.03911297434111394
Western Asia,nutrient pollution,land-based,ssp245_current,#ED8660FF,0.023653497162773963
Western Europe,nutrient pollution,land-based,ssp245_current,#ED8660FF,0.045075265519335446
Antarctica,nutrient pollution,land-based,ssp245_medium-term,#ED8660FF,0
Australia and New Zealand,nutrient pollution,land-based,ssp245_medium-term,#ED8660FF,0.006023084107847983
Caribbean,nutrient pollution,land-based,ssp245_medium-term,#ED8660FF,0.008435856902019652
Central America,nutrient pollution,land-based,ssp245_medium-term,#ED8660FF,0.028689505862292273
Eastern Africa,nutrient pollution,land-based,ssp245_medium-term,#ED8660FF,0.026049707473016135
Eastern Asia,nutrient pollution,land-based,ssp245_medium-term,#ED8660FF,0.05016778338438488
Eastern Europe,nutrient pollution,land-based,ssp245_medium-term,#ED8660FF,0.004663628291220251
Melanesia,nutrient pollution,land-based,ssp245_medium-term,#ED8660FF,0.0013311014293672678
Micronesia,nutrient pollution,land-based,ssp245_medium-term,#ED8660FF,0
Middle Africa,nutrient pollution,land-based,ssp245_medium-term,#ED8660FF,0.040155310327043725
Northern Africa,nutrient pollution,land-based,ssp245_medium-term,#ED8660FF,0.026482996991175133
Northern America,nutrient pollution,land-based,ssp245_medium-term,#ED8660FF,0.00429182957424026
Northern Europe,nutrient pollution,land-based,ssp245_medium-term,#ED8660FF,0.007982030590701033
Polynesia,nutrient pollution,land-based,ssp245_medium-term,#ED8660FF,4.991034771354701e-5
South America,nutrient pollution,land-based,ssp245_medium-term,#ED8660FF,0.026319360655003784
South-eastern Asia,nutrient pollution,land-based,ssp245_medium-term,#ED8660FF,0.02247939706181502
Southern Africa,nutrient pollution,land-based,ssp245_medium-term,#ED8660FF,0.023753094402966562
Southern Asia,nutrient pollution,land-based,ssp245_medium-term,#ED8660FF,0.0883473920993409
Southern Europe,nutrient pollution,land-based,ssp245_medium-term,#ED8660FF,0.017463378365341366
Southern Islands,nutrient pollution,land-based,ssp245_medium-term,#ED8660FF,0
Western Africa,nutrient pollution,land-based,ssp245_medium-term,#ED8660FF,0.06274019830449236
Western Asia,nutrient pollution,land-based,ssp245_medium-term,#ED8660FF,0.026759241513528455
Western Europe,nutrient pollution,land-based,ssp245_medium-term,#ED8660FF,0.040552510725196354
Antarctica,nutrient pollution,land-based,ssp245_near-term,#ED8660FF,0
Australia and New Zealand,nutrient pollution,land-based,ssp245_near-term,#ED8660FF,0.005837567098982568
Caribbean,nutrient pollution,land-based,ssp245_near-term,#ED8660FF,0.00890205266758869
Central America,nutrient pollution,land-based,ssp245_near-term,#ED8660FF,0.02847672523149378
Eastern Africa,nutrient pollution,land-based,ssp245_near-term,#ED8660FF,0.020634536930391065
Eastern Asia,nutrient pollution,land-based,ssp245_near-term,#ED8660FF,0.05298903985088369
Eastern Europe,nutrient pollution,land-based,ssp245_near-term,#ED8660FF,0.0045955663599904295
Melanesia,nutrient pollution,land-based,ssp245_near-term,#ED8660FF,0.0010612790610409141
Micronesia,nutrient pollution,land-based,ssp245_near-term,#ED8660FF,0
Middle Africa,nutrient pollution,land-based,ssp245_near-term,#ED8660FF,0.03315938871714585
Northern Africa,nutrient pollution,land-based,ssp245_near-term,#ED8660FF,0.02466191629199948
Northern America,nutrient pollution,land-based,ssp245_near-term,#ED8660FF,0.004329368795760507
Northern Europe,nutrient pollution,land-based,ssp245_near-term,#ED8660FF,0.008160873424679548
Polynesia,nutrient pollution,land-based,ssp245_near-term,#ED8660FF,4.596509675112593e-5
South America,nutrient pollution,land-based,ssp245_near-term,#ED8660FF,0.02431514651004482
South-eastern Asia,nutrient pollution,land-based,ssp245_near-term,#ED8660FF,0.01895215670037761
Southern Africa,nutrient pollution,land-based,ssp245_near-term,#ED8660FF,0.021903112917741854
Southern Asia,nutrient pollution,land-based,ssp245_near-term,#ED8660FF,0.08268438884579518
Southern Europe,nutrient pollution,land-based,ssp245_near-term,#ED8660FF,0.018707474884759066
Southern Islands,nutrient pollution,land-based,ssp245_near-term,#ED8660FF,0
Western Africa,nutrient pollution,land-based,ssp245_near-term,#ED8660FF,0.05259387466257765
Western Asia,nutrient pollution,land-based,ssp245_near-term,#ED8660FF,0.026139425811849214
Western Europe,nutrient pollution,land-based,ssp245_near-term,#ED8660FF,0.04215775753443027
Antarctica,nutrient pollution,land-based,ssp585_current,#ED8660FF,0
Australia and New Zealand,nutrient pollution,land-based,ssp585_current,#ED8660FF,0.005258789587740882
Caribbean,nutrient pollution,land-based,ssp585_current,#ED8660FF,0.007534891866967918
Central America,nutrient pollution,land-based,ssp585_current,#ED8660FF,0.025476354845438035
Eastern Africa,nutrient pollution,land-based,ssp585_current,#ED8660FF,0.016182566090636872
Eastern Asia,nutrient pollution,land-based,ssp585_current,#ED8660FF,0.052321583057761696
Eastern Europe,nutrient pollution,land-based,ssp585_current,#ED8660FF,0.0045840037349927434
Melanesia,nutrient pollution,land-based,ssp585_current,#ED8660FF,7.174208280568635e-4
Micronesia,nutrient pollution,land-based,ssp585_current,#ED8660FF,0
Middle Africa,nutrient pollution,land-based,ssp585_current,#ED8660FF,0.0235779235756461
Northern Africa,nutrient pollution,land-based,ssp585_current,#ED8660FF,0.02118036907388678
Northern America,nutrient pollution,land-based,ssp585_current,#ED8660FF,0.004296980765860566
Northern Europe,nutrient pollution,land-based,ssp585_current,#ED8660FF,0.009288090337050676
Polynesia,nutrient pollution,land-based,ssp585_current,#ED8660FF,3.795145994772792e-5
South America,nutrient pollution,land-based,ssp585_current,#ED8660FF,0.021364609658216346
South-eastern Asia,nutrient pollution,land-based,ssp585_current,#ED8660FF,0.01536390666903044
Southern Africa,nutrient pollution,land-based,ssp585_current,#ED8660FF,0.0191029535904093
Southern Asia,nutrient pollution,land-based,ssp585_current,#ED8660FF,0.06481436772879375
Southern Europe,nutrient pollution,land-based,ssp585_current,#ED8660FF,0.019307725071312603
Southern Islands,nutrient pollution,land-based,ssp585_current,#ED8660FF,0
Western Africa,nutrient pollution,land-based,ssp585_current,#ED8660FF,0.03925760963148987
Western Asia,nutrient pollution,land-based,ssp585_current,#ED8660FF,0.023705332042241137
Western Europe,nutrient pollution,land-based,ssp585_current,#ED8660FF,0.045072065597848154
Antarctica,nutrient pollution,land-based,ssp585_medium-term,#ED8660FF,0
Australia and New Zealand,nutrient pollution,land-based,ssp585_medium-term,#ED8660FF,0.005801557149427503
Caribbean,nutrient pollution,land-based,ssp585_medium-term,#ED8660FF,0.008121646533062578
Central America,nutrient pollution,land-based,ssp585_medium-term,#ED8660FF,0.0282144200109668
Eastern Africa,nutrient pollution,land-based,ssp585_medium-term,#ED8660FF,0.02850218601148979
Eastern Asia,nutrient pollution,land-based,ssp585_medium-term,#ED8660FF,0.046391637138871566
Eastern Europe,nutrient pollution,land-based,ssp585_medium-term,#ED8660FF,0.004462344805874461
Melanesia,nutrient pollution,land-based,ssp585_medium-term,#ED8660FF,0.0015368793326920674
Micronesia,nutrient pollution,land-based,ssp585_medium-term,#ED8660FF,0
Middle Africa,nutrient pollution,land-based,ssp585_medium-term,#ED8660FF,0.039401100987039486
Northern Africa,nutrient pollution,land-based,ssp585_medium-term,#ED8660FF,0.02523285193315691
Northern America,nutrient pollution,land-based,ssp585_medium-term,#ED8660FF,0.003862233640198083
Northern Europe,nutrient pollution,land-based,ssp585_medium-term,#ED8660FF,0.0075870077699620045
Polynesia,nutrient pollution,land-based,ssp585_medium-term,#ED8660FF,5.20167868906673e-5
South America,nutrient pollution,land-based,ssp585_medium-term,#ED8660FF,0.02730765712293885
South-eastern Asia,nutrient pollution,land-based,ssp585_medium-term,#ED8660FF,0.022121730429951823
Southern Africa,nutrient pollution,land-based,ssp585_medium-term,#ED8660FF,0.026035952067838333
Southern Asia,nutrient pollution,land-based,ssp585_medium-term,#ED8660FF,0.08727142454362162
Southern Europe,nutrient pollution,land-based,ssp585_medium-term,#ED8660FF,0.016266298222484713
Southern Islands,nutrient pollution,land-based,ssp585_medium-term,#ED8660FF,0
Western Africa,nutrient pollution,land-based,ssp585_medium-term,#ED8660FF,0.06369375872731708
Western Asia,nutrient pollution,land-based,ssp585_medium-term,#ED8660FF,0.02460497075267669
Western Europe,nutrient pollution,land-based,ssp585_medium-term,#ED8660FF,0.03943231662291312
Antarctica,nutrient pollution,land-based,ssp585_near-term,#ED8660FF,0
Australia and New Zealand,nutrient pollution,land-based,ssp585_near-term,#ED8660FF,0.0055798112220404785
Caribbean,nutrient pollution,land-based,ssp585_near-term,#ED8660FF,0.008819849221125263
Central America,nutrient pollution,land-based,ssp585_near-term,#ED8660FF,0.028745736460582545
Eastern Africa,nutrient pollution,land-based,ssp585_near-term,#ED8660FF,0.02166041564699053
Eastern Asia,nutrient pollution,land-based,ssp585_near-term,#ED8660FF,0.052114275407729456
Eastern Europe,nutrient pollution,land-based,ssp585_near-term,#ED8660FF,0.004577008080808411
Melanesia,nutrient pollution,land-based,ssp585_near-term,#ED8660FF,0.001134355139234823
Micronesia,nutrient pollution,land-based,ssp585_near-term,#ED8660FF,0
Middle Africa,nutrient pollution,land-based,ssp585_near-term,#ED8660FF,0.03451961638555634
Northern Africa,nutrient pollution,land-based,ssp585_near-term,#ED8660FF,0.024642808710366965
Northern America,nutrient pollution,land-based,ssp585_near-term,#ED8660FF,0.004236349906779809
Northern Europe,nutrient pollution,land-based,ssp585_near-term,#ED8660FF,0.008019581521250265
Polynesia,nutrient pollution,land-based,ssp585_near-term,#ED8660FF,4.626454995186764e-5
South America,nutrient pollution,land-based,ssp585_near-term,#ED8660FF,0.024698918172449125
South-eastern Asia,nutrient pollution,land-based,ssp585_near-term,#ED8660FF,0.019323936796388934
Southern Africa,nutrient pollution,land-based,ssp585_near-term,#ED8660FF,0.0230689972790845
Southern Asia,nutrient pollution,land-based,ssp585_near-term,#ED8660FF,0.08431345013766128
Southern Europe,nutrient pollution,land-based,ssp585_near-term,#ED8660FF,0.01837132167844202
Southern Islands,nutrient pollution,land-based,ssp585_near-term,#ED8660FF,0
Western Africa,nutrient pollution,land-based,ssp585_near-term,#ED8660FF,0.05429923549882055
Western Asia,nutrient pollution,land-based,ssp585_near-term,#ED8660FF,0.025406049987091946
Western Europe,nutrient pollution,land-based,ssp585_near-term,#ED8660FF,0.04206873649827685
Antarctica,ocean warming,climate-change-temperature,ssp245_current,#3B060AFF,0.07134187608359882
Australia and New Zealand,ocean warming,climate-change-temperature,ssp245_current,#3B060AFF,0.03234119974506804
Caribbean,ocean warming,climate-change-temperature,ssp245_current,#3B060AFF,0.06538373201221277
Central America,ocean warming,climate-change-temperature,ssp245_current,#3B060AFF,0.05559884099710687
Eastern Africa,ocean warming,climate-change-temperature,ssp245_current,#3B060AFF,0.055970640019094055
Eastern Asia,ocean warming,climate-change-temperature,ssp245_current,#3B060AFF,0.04577603974223036
Eastern Europe,ocean warming,climate-change-temperature,ssp245_current,#3B060AFF,0.09634790161630702
Melanesia,ocean warming,climate-change-temperature,ssp245_current,#3B060AFF,0.047697912519409066
Micronesia,ocean warming,climate-change-temperature,ssp245_current,#3B060AFF,0.0526483895913943
Middle Africa,ocean warming,climate-change-temperature,ssp245_current,#3B060AFF,0.04989894025760172
Northern Africa,ocean warming,climate-change-temperature,ssp245_current,#3B060AFF,0.05514888830756957
Northern America,ocean warming,climate-change-temperature,ssp245_current,#3B060AFF,0.1376189570561132
Northern Europe,ocean warming,climate-change-temperature,ssp245_current,#3B060AFF,0.0409459003652053
Polynesia,ocean warming,climate-change-temperature,ssp245_current,#3B060AFF,0.05036701137255584
South America,ocean warming,climate-change-temperature,ssp245_current,#3B060AFF,0.031019916844373215
South-eastern Asia,ocean warming,climate-change-temperature,ssp245_current,#3B060AFF,0.04950473211351
Southern Africa,ocean warming,climate-change-temperature,ssp245_current,#3B060AFF,0.042714442563248495
Southern Asia,ocean warming,climate-change-temperature,ssp245_current,#3B060AFF,0.03506083284658896
Southern Europe,ocean warming,climate-change-temperature,ssp245_current,#3B060AFF,0.054896744129448276
Southern Islands,ocean warming,climate-change-temperature,ssp245_current,#3B060AFF,0.07686659115184702
Western Africa,ocean warming,climate-change-temperature,ssp245_current,#3B060AFF,0.0259383510661199
Western Asia,ocean warming,climate-change-temperature,ssp245_current,#3B060AFF,0.04551903652630344
Western Europe,ocean warming,climate-change-temperature,ssp245_current,#3B060AFF,0.027475077600672904
Antarctica,ocean warming,climate-change-temperature,ssp245_medium-term,#3B060AFF,0.1467107912738592
Australia and New Zealand,ocean warming,climate-change-temperature,ssp245_medium-term,#3B060AFF,0.12252168673444008
Caribbean,ocean warming,climate-change-temperature,ssp245_medium-term,#3B060AFF,0.30189090246818695
Central America,ocean warming,climate-change-temperature,ssp245_medium-term,#3B060AFF,0.19425261763951276
Eastern Africa,ocean warming,climate-change-temperature,ssp245_medium-term,#3B060AFF,0.2485789540203284
Eastern Asia,ocean warming,climate-change-temperature,ssp245_medium-term,#3B060AFF,0.14232732168641818
Eastern Europe,ocean warming,climate-change-temperature,ssp245_medium-term,#3B060AFF,0.23837249147022843
Melanesia,ocean warming,climate-change-temperature,ssp245_medium-term,#3B060AFF,0.213176553379937
Micronesia,ocean warming,climate-change-temperature,ssp245_medium-term,#3B060AFF,0.2705844715857868
Middle Africa,ocean warming,climate-change-temperature,ssp245_medium-term,#3B060AFF,0.1892302671569863
Northern Africa,ocean warming,climate-change-temperature,ssp245_medium-term,#3B060AFF,0.21383701030153332
Northern America,ocean warming,climate-change-temperature,ssp245_medium-term,#3B060AFF,0.27451222792823365
Northern Europe,ocean warming,climate-change-temperature,ssp245_medium-term,#3B060AFF,0.10701547901229132
Polynesia,ocean warming,climate-change-temperature,ssp245_medium-term,#3B060AFF,0.23787368036163478
South America,ocean warming,climate-change-temperature,ssp245_medium-term,#3B060AFF,0.12986424887919923
South-eastern Asia,ocean warming,climate-change-temperature,ssp245_medium-term,#3B060AFF,0.20479488091769782
Southern Africa,ocean warming,climate-change-temperature,ssp245_medium-term,#3B060AFF,0.14004749895669902
Southern Asia,ocean warming,climate-change-temperature,ssp245_medium-term,#3B060AFF,0.1770030955311051
Southern Europe,ocean warming,climate-change-temperature,ssp245_medium-term,#3B060AFF,0.2324461837464963
Southern Islands,ocean warming,climate-change-temperature,ssp245_medium-term,#3B060AFF,0.28635283108929116
Western Africa,ocean warming,climate-change-temperature,ssp245_medium-term,#3B060AFF,0.1630942667476231
Western Asia,ocean warming,climate-change-temperature,ssp245_medium-term,#3B060AFF,0.19552207097191462
Western Europe,ocean warming,climate-change-temperature,ssp245_medium-term,#3B060AFF,0.09203144992633375
Antarctica,ocean warming,climate-change-temperature,ssp245_near-term,#3B060AFF,0.10606133628738204
Australia and New Zealand,ocean warming,climate-change-temperature,ssp245_near-term,#3B060AFF,0.05205674305526408
Caribbean,ocean warming,climate-change-temperature,ssp245_near-term,#3B060AFF,0.19731749821964087
Central America,ocean warming,climate-change-temperature,ssp245_near-term,#3B060AFF,0.11730505832486285
Eastern Africa,ocean warming,climate-change-temperature,ssp245_near-term,#3B060AFF,0.1301807737412215
Eastern Asia,ocean warming,climate-change-temperature,ssp245_near-term,#3B060AFF,0.09024126076120915
Eastern Europe,ocean warming,climate-change-temperature,ssp245_near-term,#3B060AFF,0.1776846667928382
Melanesia,ocean warming,climate-change-temperature,ssp245_near-term,#3B060AFF,0.10385521759263203
Micronesia,ocean warming,climate-change-temperature,ssp245_near-term,#3B060AFF,0.1338862619261143
Middle Africa,ocean warming,climate-change-temperature,ssp245_near-term,#3B060AFF,0.08278306015392337
Northern Africa,ocean warming,climate-change-temperature,ssp245_near-term,#3B060AFF,0.13651366165597967
Northern America,ocean warming,climate-change-temperature,ssp245_near-term,#3B060AFF,0.19919932855913725
Northern Europe,ocean warming,climate-change-temperature,ssp245_near-term,#3B060AFF,0.09266053831344244
Polynesia,ocean warming,climate-change-temperature,ssp245_near-term,#3B060AFF,0.11410742381089088
South America,ocean warming,climate-change-temperature,ssp245_near-term,#3B060AFF,0.06146614737739457
South-eastern Asia,ocean warming,climate-change-temperature,ssp245_near-term,#3B060AFF,0.1041070610396527
Southern Africa,ocean warming,climate-change-temperature,ssp245_near-term,#3B060AFF,0.08270597073871304
Southern Asia,ocean warming,climate-change-temperature,ssp245_near-term,#3B060AFF,0.07867252151660568
Southern Europe,ocean warming,climate-change-temperature,ssp245_near-term,#3B060AFF,0.13748808200296486
Southern Islands,ocean warming,climate-change-temperature,ssp245_near-term,#3B060AFF,0.08994697935120081
Western Africa,ocean warming,climate-change-temperature,ssp245_near-term,#3B060AFF,0.07973511023035396
Western Asia,ocean warming,climate-change-temperature,ssp245_near-term,#3B060AFF,0.11064751023117221
Western Europe,ocean warming,climate-change-temperature,ssp245_near-term,#3B060AFF,0.06446246487206315
Antarctica,ocean warming,climate-change-temperature,ssp585_current,#3B060AFF,0.05914358673526888
Australia and New Zealand,ocean warming,climate-change-temperature,ssp585_current,#3B060AFF,0.02564701588490429
Caribbean,ocean warming,climate-change-temperature,ssp585_current,#3B060AFF,0.07869698170499766
Central America,ocean warming,climate-change-temperature,ssp585_current,#3B060AFF,0.0399524782399571
Eastern Africa,ocean warming,climate-change-temperature,ssp585_current,#3B060AFF,0.05155660725425629
Eastern Asia,ocean warming,climate-change-temperature,ssp585_current,#3B060AFF,0.03356177354776814
Eastern Europe,ocean warming,climate-change-temperature,ssp585_current,#3B060AFF,0.11921422134046399
Melanesia,ocean warming,climate-change-temperature,ssp585_current,#3B060AFF,0.056541536241134366
Micronesia,ocean warming,climate-change-temperature,ssp585_current,#3B060AFF,0.06477471955420333
Middle Africa,ocean warming,climate-change-temperature,ssp585_current,#3B060AFF,0.04982079518599664
Northern Africa,ocean warming,climate-change-temperature,ssp585_current,#3B060AFF,0.07335066476620773
Northern America,ocean warming,climate-change-temperature,ssp585_current,#3B060AFF,0.11836528668952838
Northern Europe,ocean warming,climate-change-temperature,ssp585_current,#3B060AFF,0.06943849464797429
Polynesia,ocean warming,climate-change-temperature,ssp585_current,#3B060AFF,0.05172316790062246
South America,ocean warming,climate-change-temperature,ssp585_current,#3B060AFF,0.023781891285593937
South-eastern Asia,ocean warming,climate-change-temperature,ssp585_current,#3B060AFF,0.05063551352140926
Southern Africa,ocean warming,climate-change-temperature,ssp585_current,#3B060AFF,0.047842386366771426
Southern Asia,ocean warming,climate-change-temperature,ssp585_current,#3B060AFF,0.043096922685167814
Southern Europe,ocean warming,climate-change-temperature,ssp585_current,#3B060AFF,0.07862759474242331
Southern Islands,ocean warming,climate-change-temperature,ssp585_current,#3B060AFF,0.04399057548268903
Western Africa,ocean warming,climate-change-temperature,ssp585_current,#3B060AFF,0.028699011211459208
Western Asia,ocean warming,climate-change-temperature,ssp585_current,#3B060AFF,0.050799281988033455
Western Europe,ocean warming,climate-change-temperature,ssp585_current,#3B060AFF,0.026614972051700686
Antarctica,ocean warming,climate-change-temperature,ssp585_medium-term,#3B060AFF,0.16072131767342532
Australia and New Zealand,ocean warming,climate-change-temperature,ssp585_medium-term,#3B060AFF,0.17278919856230562
Caribbean,ocean warming,climate-change-temperature,ssp585_medium-term,#3B060AFF,0.35242411336981083
Central America,ocean warming,climate-change-temperature,ssp585_medium-term,#3B060AFF,0.24391628021192718
Eastern Africa,ocean warming,climate-change-temperature,ssp585_medium-term,#3B060AFF,0.30548308781231187
Eastern Asia,ocean warming,climate-change-temperature,ssp585_medium-term,#3B060AFF,0.20227696481225094
Eastern Europe,ocean warming,climate-change-temperature,ssp585_medium-term,#3B060AFF,0.27806560901722716
Melanesia,ocean warming,climate-change-temperature,ssp585_medium-term,#3B060AFF,0.29355947091988593
Micronesia,ocean warming,climate-change-temperature,ssp585_medium-term,#3B060AFF,0.3389986541150412
Middle Africa,ocean warming,climate-change-temperature,ssp585_medium-term,#3B060AFF,0.2517766507761798
Northern Africa,ocean warming,climate-change-temperature,ssp585_medium-term,#3B060AFF,0.25412818103387336
Northern America,ocean warming,climate-change-temperature,ssp585_medium-term,#3B060AFF,0.2758430707572084
Northern Europe,ocean warming,climate-change-temperature,ssp585_medium-term,#3B060AFF,0.1575775578358332
Polynesia,ocean warming,climate-change-temperature,ssp585_medium-term,#3B060AFF,0.2889420337930705
South America,ocean warming,climate-change-temperature,ssp585_medium-term,#3B060AFF,0.164247425411692
South-eastern Asia,ocean warming,climate-change-temperature,ssp585_medium-term,#3B060AFF,0.2836456086788332
Southern Africa,ocean warming,climate-change-temperature,ssp585_medium-term,#3B060AFF,0.20191949299233863
Southern Asia,ocean warming,climate-change-temperature,ssp585_medium-term,#3B060AFF,0.23410079710508874
