georgn,pressure,scen_time,color,avg_impact
Middle Africa,light pollution,ssp585_medium-term,#B4B45AFF,0.005882944942335247
Northern Africa,light pollution,ssp585_medium-term,#B4B45AFF,0.009021362764433086
Northern America,light pollution,ssp585_medium-term,#B4B45AFF,0.0023394503626763615
Northern Europe,light pollution,ssp585_medium-term,#B4B45AFF,0.006455280635693028
Polynesia,light pollution,ssp585_medium-term,#B4B45AFF,1.8768120037383946e-4
South America,light pollution,ssp585_medium-term,#B4B45AFF,0.003442771133387635
South-Eastern Asia,light pollution,ssp585_medium-term,#B4B45AFF,0.008184000108392262
South-eastern Asia,light pollution,ssp585_medium-term,#B4B45AFF,0.0052270474076058894
Southern Africa,light pollution,ssp585_medium-term,#B4B45AFF,0.0037843945100895456
Southern Asia,light pollution,ssp585_medium-term,#B4B45AFF,0.010599225533447767
Southern Europe,light pollution,ssp585_medium-term,#B4B45AFF,0.009517998631530421
Southern Islands,light pollution,ssp585_medium-term,#B4B45AFF,0
Western Africa,light pollution,ssp585_medium-term,#B4B45AFF,0.009024811041381987
Western Asia,light pollution,ssp585_medium-term,#B4B45AFF,0.014028697634307087
Western Europe,light pollution,ssp585_medium-term,#B4B45AFF,0.015505408551520447
Antarctica,light pollution,ssp585_near-term,#B4B45AFF,0
Atlantic Eastern Central,light pollution,ssp585_near-term,#B4B45AFF,0
Australia and New Zealand,light pollution,ssp585_near-term,#B4B45AFF,0.001407044747489004
Caribbean,light pollution,ssp585_near-term,#B4B45AFF,0.002361521921964501
Central America,light pollution,ssp585_near-term,#B4B45AFF,0.001625307091386471
Eastern Africa,light pollution,ssp585_near-term,#B4B45AFF,0.0016874230487109033
Eastern Asia,light pollution,ssp585_near-term,#B4B45AFF,0.016773042346576155
Eastern Europe,light pollution,ssp585_near-term,#B4B45AFF,6.389646663774739e-4
Melanesia,light pollution,ssp585_near-term,#B4B45AFF,1.6194209546283004e-4
Micronesia,light pollution,ssp585_near-term,#B4B45AFF,1.301446963439479e-4
Middle Africa,light pollution,ssp585_near-term,#B4B45AFF,0.0036486542916715943
Northern Africa,light pollution,ssp585_near-term,#B4B45AFF,0.0076472992209860565
Northern America,light pollution,ssp585_near-term,#B4B45AFF,0.0020132153261415123
Northern Europe,light pollution,ssp585_near-term,#B4B45AFF,0.005481993301375473
Polynesia,light pollution,ssp585_near-term,#B4B45AFF,1.4993819404425109e-4
South America,light pollution,ssp585_near-term,#B4B45AFF,0.0030637612078983256
South-Eastern Asia,light pollution,ssp585_near-term,#B4B45AFF,0.007339748223512054
South-eastern Asia,light pollution,ssp585_near-term,#B4B45AFF,0.0038202999661719706
Southern Africa,light pollution,ssp585_near-term,#B4B45AFF,0.0032571976049397744
Southern Asia,light pollution,ssp585_near-term,#B4B45AFF,0.00650558081588473
Southern Europe,light pollution,ssp585_near-term,#B4B45AFF,0.008651586532210409
Southern Islands,light pollution,ssp585_near-term,#B4B45AFF,0
Western Africa,light pollution,ssp585_near-term,#B4B45AFF,0.005314896598089671
Western Asia,light pollution,ssp585_near-term,#B4B45AFF,0.012330913620094681
Western Europe,light pollution,ssp585_near-term,#B4B45AFF,0.013638340647515035
Antarctica,nutrient pollution,ssp245_current,#1E4B3CFF,0
Atlantic Eastern Central,nutrient pollution,ssp245_current,#1E4B3CFF,0
Australia and New Zealand,nutrient pollution,ssp245_current,#1E4B3CFF,0.005241358663006136
Caribbean,nutrient pollution,ssp245_current,#1E4B3CFF,0.00736786977236724
Central America,nutrient pollution,ssp245_current,#1E4B3CFF,0.025928062643099884
Eastern Africa,nutrient pollution,ssp245_current,#1E4B3CFF,0.01585938740470897
Eastern Asia,nutrient pollution,ssp245_current,#1E4B3CFF,0.050719222747618115
Eastern Europe,nutrient pollution,ssp245_current,#1E4B3CFF,0.0043600679905565
Melanesia,nutrient pollution,ssp245_current,#1E4B3CFF,7.129611089822465e-4
Micronesia,nutrient pollution,ssp245_current,#1E4B3CFF,0
Middle Africa,nutrient pollution,ssp245_current,#1E4B3CFF,0.023603528734128076
Northern Africa,nutrient pollution,ssp245_current,#1E4B3CFF,0.020799615853214316
Northern America,nutrient pollution,ssp245_current,#1E4B3CFF,0.00429877980719353
Northern Europe,nutrient pollution,ssp245_current,#1E4B3CFF,0.008912146854494108
Polynesia,nutrient pollution,ssp245_current,#1E4B3CFF,3.879486946773293e-5
South America,nutrient pollution,ssp245_current,#1E4B3CFF,0.021130147138090763
South-Eastern Asia,nutrient pollution,ssp245_current,#1E4B3CFF,0.0026265678927366175
South-eastern Asia,nutrient pollution,ssp245_current,#1E4B3CFF,0.014893383981460163
Southern Africa,nutrient pollution,ssp245_current,#1E4B3CFF,0.019055183768068588
Southern Asia,nutrient pollution,ssp245_current,#1E4B3CFF,0.06257461129279027
Southern Europe,nutrient pollution,ssp245_current,#1E4B3CFF,0.019124255661455383
Southern Islands,nutrient pollution,ssp245_current,#1E4B3CFF,0
Western Africa,nutrient pollution,ssp245_current,#1E4B3CFF,0.03900134435087951
Western Asia,nutrient pollution,ssp245_current,#1E4B3CFF,0.023120896226815908
Western Europe,nutrient pollution,ssp245_current,#1E4B3CFF,0.0422799620526204
Antarctica,nutrient pollution,ssp245_medium-term,#1E4B3CFF,0
Atlantic Eastern Central,nutrient pollution,ssp245_medium-term,#1E4B3CFF,0
Australia and New Zealand,nutrient pollution,ssp245_medium-term,#1E4B3CFF,0.005931329763340132
Caribbean,nutrient pollution,ssp245_medium-term,#1E4B3CFF,0.008278192526609213
Central America,nutrient pollution,ssp245_medium-term,#1E4B3CFF,0.029105768973582264
Eastern Africa,nutrient pollution,ssp245_medium-term,#1E4B3CFF,0.025742549837392027
Eastern Asia,nutrient pollution,ssp245_medium-term,#1E4B3CFF,0.04875027234631049
Eastern Europe,nutrient pollution,ssp245_medium-term,#1E4B3CFF,0.004443221460784047
Melanesia,nutrient pollution,ssp245_medium-term,#1E4B3CFF,0.0013111720413779631
Micronesia,nutrient pollution,ssp245_medium-term,#1E4B3CFF,0
Middle Africa,nutrient pollution,ssp245_medium-term,#1E4B3CFF,0.040346342168409884
Northern Africa,nutrient pollution,ssp245_medium-term,#1E4B3CFF,0.026119851518846323
Northern America,nutrient pollution,ssp245_medium-term,#1E4B3CFF,0.00431687163436018
Northern Europe,nutrient pollution,ssp245_medium-term,#1E4B3CFF,0.007635459597658357
Polynesia,nutrient pollution,ssp245_medium-term,#1E4B3CFF,5.089360235374962e-5
South America,nutrient pollution,ssp245_medium-term,#1E4B3CFF,0.026019983793592823
South-Eastern Asia,nutrient pollution,ssp245_medium-term,#1E4B3CFF,0.006598796529513794
South-eastern Asia,nutrient pollution,ssp245_medium-term,#1E4B3CFF,0.021824783697295454
Southern Africa,nutrient pollution,ssp245_medium-term,#1E4B3CFF,0.02354846123671844
Southern Asia,nutrient pollution,ssp245_medium-term,#1E4B3CFF,0.08565981363055708
Southern Europe,nutrient pollution,ssp245_medium-term,#1E4B3CFF,0.01727186295033449
Southern Islands,nutrient pollution,ssp245_medium-term,#1E4B3CFF,0
Western Africa,nutrient pollution,ssp245_medium-term,#1E4B3CFF,0.0628503365159074
Western Asia,nutrient pollution,ssp245_medium-term,#1E4B3CFF,0.02620211268360563
Western Europe,nutrient pollution,ssp245_medium-term,#1E4B3CFF,0.038075360526745206
Antarctica,nutrient pollution,ssp245_near-term,#1E4B3CFF,0
Atlantic Eastern Central,nutrient pollution,ssp245_near-term,#1E4B3CFF,0
Australia and New Zealand,nutrient pollution,ssp245_near-term,#1E4B3CFF,0.005740603367095051
Caribbean,nutrient pollution,ssp245_near-term,#1E4B3CFF,0.008738457194552414
Central America,nutrient pollution,ssp245_near-term,#1E4B3CFF,0.028920535704320814
Eastern Africa,nutrient pollution,ssp245_near-term,#1E4B3CFF,0.020371389324235708
Eastern Asia,nutrient pollution,ssp245_near-term,#1E4B3CFF,0.05151592421305967
Eastern Europe,nutrient pollution,ssp245_near-term,#1E4B3CFF,0.004374590178753484
Melanesia,nutrient pollution,ssp245_near-term,#1E4B3CFF,0.0010471567495666592
Micronesia,nutrient pollution,ssp245_near-term,#1E4B3CFF,0
Middle Africa,nutrient pollution,ssp245_near-term,#1E4B3CFF,0.033297810023565445
Northern Africa,nutrient pollution,ssp245_near-term,#1E4B3CFF,0.024309768562292007
Northern America,nutrient pollution,ssp245_near-term,#1E4B3CFF,0.004355296418594933
Northern Europe,nutrient pollution,ssp245_near-term,#1E4B3CFF,0.007807359333451347
Polynesia,nutrient pollution,ssp245_near-term,#1E4B3CFF,4.691230614032849e-5
South America,nutrient pollution,ssp245_near-term,#1E4B3CFF,0.0240441091218438
South-Eastern Asia,nutrient pollution,ssp245_near-term,#1E4B3CFF,0.004890262086614265
South-eastern Asia,nutrient pollution,ssp245_near-term,#1E4B3CFF,0.018429578549159043
Southern Africa,nutrient pollution,ssp245_near-term,#1E4B3CFF,0.02174532715477267
Southern Asia,nutrient pollution,ssp245_near-term,#1E4B3CFF,0.08010263678280935
Southern Europe,nutrient pollution,ssp245_near-term,#1E4B3CFF,0.018517487475573267
Southern Islands,nutrient pollution,ssp245_near-term,#1E4B3CFF,0
Western Africa,nutrient pollution,ssp245_near-term,#1E4B3CFF,0.0525933596083161
Western Asia,nutrient pollution,ssp245_near-term,#1E4B3CFF,0.02556533094692983
Western Europe,nutrient pollution,ssp245_near-term,#1E4B3CFF,0.03956916865878352
Antarctica,nutrient pollution,ssp585_current,#1E4B3CFF,0
Atlantic Eastern Central,nutrient pollution,ssp585_current,#1E4B3CFF,0
Australia and New Zealand,nutrient pollution,ssp585_current,#1E4B3CFF,0.0051772872275159965
Caribbean,nutrient pollution,ssp585_current,#1E4B3CFF,0.007409559272992275
Central America,nutrient pollution,ssp585_current,#1E4B3CFF,0.025930094165019867
Eastern Africa,nutrient pollution,ssp585_current,#1E4B3CFF,0.015926889470771307
Eastern Asia,nutrient pollution,ssp585_current,#1E4B3CFF,0.05089532426370921
Eastern Europe,nutrient pollution,ssp585_current,#1E4B3CFF,0.0043619618500327206
Melanesia,nutrient pollution,ssp585_current,#1E4B3CFF,7.131502120792848e-4
Micronesia,nutrient pollution,ssp585_current,#1E4B3CFF,0
Middle Africa,nutrient pollution,ssp585_current,#1E4B3CFF,0.023647543407193834
Northern Africa,nutrient pollution,ssp585_current,#1E4B3CFF,0.020872340677152983
Northern America,nutrient pollution,ssp585_current,#1E4B3CFF,0.004350774643043157
Northern Europe,nutrient pollution,ssp585_current,#1E4B3CFF,0.008871585766815009
Polynesia,nutrient pollution,ssp585_current,#1E4B3CFF,3.877468115787613e-5
South America,nutrient pollution,ssp585_current,#1E4B3CFF,0.021137012766836442
South-Eastern Asia,nutrient pollution,ssp585_current,#1E4B3CFF,0.0026442082940516167
South-eastern Asia,nutrient pollution,ssp585_current,#1E4B3CFF,0.014953063517560348
Southern Africa,nutrient pollution,ssp585_current,#1E4B3CFF,0.019008933967188738
Southern Asia,nutrient pollution,ssp585_current,#1E4B3CFF,0.06266399899788937
Southern Europe,nutrient pollution,ssp585_current,#1E4B3CFF,0.01910726120677189
Southern Islands,nutrient pollution,ssp585_current,#1E4B3CFF,0
Western Africa,nutrient pollution,ssp585_current,#1E4B3CFF,0.03914582904513606
Western Asia,nutrient pollution,ssp585_current,#1E4B3CFF,0.023173271409899002
Western Europe,nutrient pollution,ssp585_current,#1E4B3CFF,0.042279199962347684
Antarctica,nutrient pollution,ssp585_medium-term,#1E4B3CFF,0
Atlantic Eastern Central,nutrient pollution,ssp585_medium-term,#1E4B3CFF,0
Australia and New Zealand,nutrient pollution,ssp585_medium-term,#1E4B3CFF,0.005714545773821584
Caribbean,nutrient pollution,ssp585_medium-term,#1E4B3CFF,0.007962537112925378
Central America,nutrient pollution,ssp585_medium-term,#1E4B3CFF,0.028617317187361355
Eastern Africa,nutrient pollution,ssp585_medium-term,#1E4B3CFF,0.028158086338432926
Eastern Asia,nutrient pollution,ssp585_medium-term,#1E4B3CFF,0.045111927132038765
Eastern Europe,nutrient pollution,ssp585_medium-term,#1E4B3CFF,0.004245239682911534
Melanesia,nutrient pollution,ssp585_medium-term,#1E4B3CFF,0.0015159394289631421
Micronesia,nutrient pollution,ssp585_medium-term,#1E4B3CFF,0
Middle Africa,nutrient pollution,ssp585_medium-term,#1E4B3CFF,0.039614372085722195
Northern Africa,nutrient pollution,ssp585_medium-term,#1E4B3CFF,0.02490873411253857
Northern America,nutrient pollution,ssp585_medium-term,#1E4B3CFF,0.003876580074635179
Northern Europe,nutrient pollution,ssp585_medium-term,#1E4B3CFF,0.007249913402159807
Polynesia,nutrient pollution,ssp585_medium-term,#1E4B3CFF,5.297503980101442e-5
South America,nutrient pollution,ssp585_medium-term,#1E4B3CFF,0.026964157853810445
South-Eastern Asia,nutrient pollution,ssp585_medium-term,#1E4B3CFF,0.006954108452669198
South-eastern Asia,nutrient pollution,ssp585_medium-term,#1E4B3CFF,0.02144984808616003
Southern Africa,nutrient pollution,ssp585_medium-term,#1E4B3CFF,0.025773926614129958
Southern Asia,nutrient pollution,ssp585_medium-term,#1E4B3CFF,0.08465140391020612
Southern Europe,nutrient pollution,ssp585_medium-term,#1E4B3CFF,0.016086285162819663
Southern Islands,nutrient pollution,ssp585_medium-term,#1E4B3CFF,0
Western Africa,nutrient pollution,ssp585_medium-term,#1E4B3CFF,0.06377922990355232
Western Asia,nutrient pollution,ssp585_medium-term,#1E4B3CFF,0.024128685023255773
Western Europe,nutrient pollution,ssp585_medium-term,#1E4B3CFF,0.03703465623234077
Antarctica,nutrient pollution,ssp585_near-term,#1E4B3CFF,0
Atlantic Eastern Central,nutrient pollution,ssp585_near-term,#1E4B3CFF,0
Australia and New Zealand,nutrient pollution,ssp585_near-term,#1E4B3CFF,0.005487024824463453
Caribbean,nutrient pollution,ssp585_near-term,#1E4B3CFF,0.00866139697196163
Central America,nutrient pollution,ssp585_near-term,#1E4B3CFF,0.029185500672084645
Eastern Africa,nutrient pollution,ssp585_near-term,#1E4B3CFF,0.021385432299461573
Eastern Asia,nutrient pollution,ssp585_near-term,#1E4B3CFF,0.05066611441183796
Eastern Europe,nutrient pollution,ssp585_near-term,#1E4B3CFF,0.004357140675833663
Melanesia,nutrient pollution,ssp585_near-term,#1E4B3CFF,0.001118725061244092
Micronesia,nutrient pollution,ssp585_near-term,#1E4B3CFF,0
Middle Africa,nutrient pollution,ssp585_near-term,#1E4B3CFF,0.03468863208173116
Northern Africa,nutrient pollution,ssp585_near-term,#1E4B3CFF,0.02430087693214653
Northern America,nutrient pollution,ssp585_near-term,#1E4B3CFF,0.0042620942929414585
Northern Europe,nutrient pollution,ssp585_near-term,#1E4B3CFF,0.007670240882968816
Polynesia,nutrient pollution,ssp585_near-term,#1E4B3CFF,4.7202722324718064e-5
South America,nutrient pollution,ssp585_near-term,#1E4B3CFF,0.0244066486619701
South-Eastern Asia,nutrient pollution,ssp585_near-term,#1E4B3CFF,0.005319105381749705
South-eastern Asia,nutrient pollution,ssp585_near-term,#1E4B3CFF,0.018787936275389654
Southern Africa,nutrient pollution,ssp585_near-term,#1E4B3CFF,0.022893587672110284
Southern Asia,nutrient pollution,ssp585_near-term,#1E4B3CFF,0.08169016940566237
Southern Europe,nutrient pollution,ssp585_near-term,#1E4B3CFF,0.018181530584639758
Southern Islands,nutrient pollution,ssp585_near-term,#1E4B3CFF,0
Western Africa,nutrient pollution,ssp585_near-term,#1E4B3CFF,0.0543211527457941
Western Asia,nutrient pollution,ssp585_near-term,#1E4B3CFF,0.024854976848563214
Western Europe,nutrient pollution,ssp585_near-term,#1E4B3CFF,0.03948650534810328
Antarctica,ocean warming,ssp245_current,#B4783CFF,0.07144127645050743
Atlantic Eastern Central,ocean warming,ssp245_current,#B4783CFF,0.0381228293881577
Australia and New Zealand,ocean warming,ssp245_current,#B4783CFF,0.034119777919509084
Caribbean,ocean warming,ssp245_current,#B4783CFF,0.06566712724506384
Central America,ocean warming,ssp245_current,#B4783CFF,0.057601873827507304
Eastern Africa,ocean warming,ssp245_current,#B4783CFF,0.05706556956506589
Eastern Asia,ocean warming,ssp245_current,#B4783CFF,0.04472695211257856
Eastern Europe,ocean warming,ssp245_current,#B4783CFF,0.09071871283603522
Melanesia,ocean warming,ssp245_current,#B4783CFF,0.04732089205690789
Micronesia,ocean warming,ssp245_current,#B4783CFF,0.053598047544143206
Middle Africa,ocean warming,ssp245_current,#B4783CFF,0.04844353064963325
Northern Africa,ocean warming,ssp245_current,#B4783CFF,0.05577211280160428
Northern America,ocean warming,ssp245_current,#B4783CFF,0.12608160558328738
Northern Europe,ocean warming,ssp245_current,#B4783CFF,0.037858632608246706
Polynesia,ocean warming,ssp245_current,#B4783CFF,0.04991092003990612
South America,ocean warming,ssp245_current,#B4783CFF,0.03101165135461042
South-Eastern Asia,ocean warming,ssp245_current,#B4783CFF,0.07021681386632014
South-eastern Asia,ocean warming,ssp245_current,#B4783CFF,0.04790164150656139
Southern Africa,ocean warming,ssp245_current,#B4783CFF,0.04866433981697495
Southern Asia,ocean warming,ssp245_current,#B4783CFF,0.03401706401000133
Southern Europe,ocean warming,ssp245_current,#B4783CFF,0.05700709906976015
Southern Islands,ocean warming,ssp245_current,#B4783CFF,0.07567112734649196
Western Africa,ocean warming,ssp245_current,#B4783CFF,0.026122767566057224
Western Asia,ocean warming,ssp245_current,#B4783CFF,0.0458314852802586
Western Europe,ocean warming,ssp245_current,#B4783CFF,0.028420936572362488
Antarctica,ocean warming,ssp245_medium-term,#B4783CFF,0.14677850191915257
Atlantic Eastern Central,ocean warming,ssp245_medium-term,#B4783CFF,0.27471924883623916
Australia and New Zealand,ocean warming,ssp245_medium-term,#B4783CFF,0.12988031462797742
Caribbean,ocean warming,ssp245_medium-term,#B4783CFF,0.3056953897412108
Central America,ocean warming,ssp245_medium-term,#B4783CFF,0.20087034272505694
Eastern Africa,ocean warming,ssp245_medium-term,#B4783CFF,0.2545834446100526
Eastern Asia,ocean warming,ssp245_medium-term,#B4783CFF,0.1410957333096067
Eastern Europe,ocean warming,ssp245_medium-term,#B4783CFF,0.2275046169336989
Melanesia,ocean warming,ssp245_medium-term,#B4783CFF,0.21317361352385933
Micronesia,ocean warming,ssp245_medium-term,#B4783CFF,0.28322869975506115
Middle Africa,ocean warming,ssp245_medium-term,#B4783CFF,0.182756194698217
Northern Africa,ocean warming,ssp245_medium-term,#B4783CFF,0.21518602762233385
Northern America,ocean warming,ssp245_medium-term,#B4783CFF,0.2513904234328693
Northern Europe,ocean warming,ssp245_medium-term,#B4783CFF,0.09886500847344928
Polynesia,ocean warming,ssp245_medium-term,#B4783CFF,0.24383823569693766
South America,ocean warming,ssp245_medium-term,#B4783CFF,0.12819507440362
South-Eastern Asia,ocean warming,ssp245_medium-term,#B4783CFF,0.2739451905568016
South-eastern Asia,ocean warming,ssp245_medium-term,#B4783CFF,0.1985971279081702
Southern Africa,ocean warming,ssp245_medium-term,#B4783CFF,0.14762663415528188
Southern Asia,ocean warming,ssp245_medium-term,#B4783CFF,0.17323007938049664
Southern Europe,ocean warming,ssp245_medium-term,#B4783CFF,0.24032458997841688
Southern Islands,ocean warming,ssp245_medium-term,#B4783CFF,0.2821679012750709
Western Africa,ocean warming,ssp245_medium-term,#B4783CFF,0.16475361426279828
Western Asia,ocean warming,ssp245_medium-term,#B4783CFF,0.19629677326326703
Western Europe,ocean warming,ssp245_medium-term,#B4783CFF,0.09477271258347038
Antarctica,ocean warming,ssp245_near-term,#B4783CFF,0.10618530353428739
Atlantic Eastern Central,ocean warming,ssp245_near-term,#B4783CFF,0.12375444825738668
Australia and New Zealand,ocean warming,ssp245_near-term,#B4783CFF,0.055164664875170556
Caribbean,ocean warming,ssp245_near-term,#B4783CFF,0.1989517604693334
Central America,ocean warming,ssp245_near-term,#B4783CFF,0.1217667634980678
Eastern Africa,ocean warming,ssp245_near-term,#B4783CFF,0.13330523566405983
Eastern Asia,ocean warming,ssp245_near-term,#B4783CFF,0.088785109268584
Eastern Europe,ocean warming,ssp245_near-term,#B4783CFF,0.16851908693855439
Melanesia,ocean warming,ssp245_near-term,#B4783CFF,0.10361279053235338
Micronesia,ocean warming,ssp245_near-term,#B4783CFF,0.13934570453482015
Middle Africa,ocean warming,ssp245_near-term,#B4783CFF,0.07999876301186089
Northern Africa,ocean warming,ssp245_near-term,#B4783CFF,0.13783132050867758
Northern America,ocean warming,ssp245_near-term,#B4783CFF,0.18216112879632612
Northern Europe,ocean warming,ssp245_near-term,#B4783CFF,0.0850794832621956
Polynesia,ocean warming,ssp245_near-term,#B4783CFF,0.11605406178944393
South America,ocean warming,ssp245_near-term,#B4783CFF,0.06252448728776606
South-Eastern Asia,ocean warming,ssp245_near-term,#B4783CFF,0.12970633860774244
South-eastern Asia,ocean warming,ssp245_near-term,#B4783CFF,0.10147547766883214
Southern Africa,ocean warming,ssp245_near-term,#B4783CFF,0.0897555726511497
Southern Asia,ocean warming,ssp245_near-term,#B4783CFF,0.07723934854895008
Southern Europe,ocean warming,ssp245_near-term,#B4783CFF,0.14254923418269616
Southern Islands,ocean warming,ssp245_near-term,#B4783CFF,0.08890413778921945
Western Africa,ocean warming,ssp245_near-term,#B4783CFF,0.08046542271874352
Western Asia,ocean warming,ssp245_near-term,#B4783CFF,0.11136951053542386
Western Europe,ocean warming,ssp245_near-term,#B4783CFF,0.06613803435985546
Antarctica,ocean warming,ssp585_current,#B4783CFF,0.05926474595018712
Atlantic Eastern Central,ocean warming,ssp585_current,#B4783CFF,0.0590629997010789
Australia and New Zealand,ocean warming,ssp585_current,#B4783CFF,0.027184370063847392
Caribbean,ocean warming,ssp585_current,#B4783CFF,0.07930942338156428
Central America,ocean warming,ssp585_current,#B4783CFF,0.04092665669905772
Eastern Africa,ocean warming,ssp585_current,#B4783CFF,0.05258891475103787
Eastern Asia,ocean warming,ssp585_current,#B4783CFF,0.03232252507493514
Eastern Europe,ocean warming,ssp585_current,#B4783CFF,0.11265635160340291
Melanesia,ocean warming,ssp585_current,#B4783CFF,0.05626417344257169
Micronesia,ocean warming,ssp585_current,#B4783CFF,0.06649694560848089
Middle Africa,ocean warming,ssp585_current,#B4783CFF,0.04818023432272878
Northern Africa,ocean warming,ssp585_current,#B4783CFF,0.07380773148324332
Northern America,ocean warming,ssp585_current,#B4783CFF,0.10905954017144956
Northern Europe,ocean warming,ssp585_current,#B4783CFF,0.06253398347542856
Polynesia,ocean warming,ssp585_current,#B4783CFF,0.05128801670284718
South America,ocean warming,ssp585_current,#B4783CFF,0.024121421773616945
South-Eastern Asia,ocean warming,ssp585_current,#B4783CFF,0.0745563355284381
South-eastern Asia,ocean warming,ssp585_current,#B4783CFF,0.0487810798027979
Southern Africa,ocean warming,ssp585_current,#B4783CFF,0.054366272128270436
Southern Asia,ocean warming,ssp585_current,#B4783CFF,0.042109735808928246
Southern Europe,ocean warming,ssp585_current,#B4783CFF,0.08123928994989299
Southern Islands,ocean warming,ssp585_current,#B4783CFF,0.04362822329577431
Western Africa,ocean warming,ssp585_current,#B4783CFF,0.028897503096563863
Western Asia,ocean warming,ssp585_current,#B4783CFF,0.050929268544757024
Western Europe,ocean warming,ssp585_current,#B4783CFF,0.02722795891909767
Antarctica,ocean warming,ssp585_medium-term,#B4783CFF,0.16080600217394964
Atlantic Eastern Central,ocean warming,ssp585_medium-term,#B4783CFF,0.3299846355027209
Australia and New Zealand,ocean warming,ssp585_medium-term,#B4783CFF,0.18209605940083895
Caribbean,ocean warming,ssp585_medium-term,#B4783CFF,0.35788876423923
Central America,ocean warming,ssp585_medium-term,#B4783CFF,0.2527150507549602
Eastern Africa,ocean warming,ssp585_medium-term,#B4783CFF,0.31286267109113036
Eastern Asia,ocean warming,ssp585_medium-term,#B4783CFF,0.20140281049265862
Eastern Europe,ocean warming,ssp585_medium-term,#B4783CFF,0.2648629479224248
Melanesia,ocean warming,ssp585_medium-term,#B4783CFF,0.2939528844119107
Micronesia,ocean warming,ssp585_medium-term,#B4783CFF,0.35669139806717215
Middle Africa,ocean warming,ssp585_medium-term,#B4783CFF,0.24348405196138664
Northern Africa,ocean warming,ssp585_medium-term,#B4783CFF,0.2554746994172578
Northern America,ocean warming,ssp585_medium-term,#B4783CFF,0.25390130363498375
Northern Europe,ocean warming,ssp585_medium-term,#B4783CFF,0.1466249419584419
Polynesia,ocean warming,ssp585_medium-term,#B4783CFF,0.297875621342303
South America,ocean warming,ssp585_medium-term,#B4783CFF,0.1628949349125953
South-Eastern Asia,ocean warming,ssp585_medium-term,#B4783CFF,0.3643525098802528
South-eastern Asia,ocean warming,ssp585_medium-term,#B4783CFF,0.27542817401486436
Southern Africa,ocean warming,ssp585_medium-term,#B4783CFF,0.20961440299038075
Southern Asia,ocean warming,ssp585_medium-term,#B4783CFF,0.22897696570908332
Southern Europe,ocean warming,ssp585_medium-term,#B4783CFF,0.28093573733771243
Southern Islands,ocean warming,ssp585_medium-term,#B4783CFF,0.30142711689566365
Western Africa,ocean warming,ssp585_medium-term,#B4783CFF,0.1873943235268728
Western Asia,ocean warming,ssp585_medium-term,#B4783CFF,0.24396138527235256
Western Europe,ocean warming,ssp585_medium-term,#B4783CFF,0.13068498255236574
Antarctica,ocean warming,ssp585_near-term,#B4783CFF,0.10076929586300669
Atlantic Eastern Central,ocean warming,ssp585_near-term,#B4783CFF,0.15570980201785764
Australia and New Zealand,ocean warming,ssp585_near-term,#B4783CFF,0.07000497983728415
Caribbean,ocean warming,ssp585_near-term,#B4783CFF,0.20346905096552872
Central America,ocean warming,ssp585_near-term,#B4783CFF,0.1339841538871844
Eastern Africa,ocean warming,ssp585_near-term,#B4783CFF,0.14001171081185784
Eastern Asia,ocean warming,ssp585_near-term,#B4783CFF,0.10313404174713774
Eastern Europe,ocean warming,ssp585_near-term,#B4783CFF,0.15459295998005448
Melanesia,ocean warming,ssp585_near-term,#B4783CFF,0.11720423018271377
Micronesia,ocean warming,ssp585_near-term,#B4783CFF,0.1665276313109764
Middle Africa,ocean warming,ssp585_near-term,#B4783CFF,0.11206069164791638
Northern Africa,ocean warming,ssp585_near-term,#B4783CFF,0.12916677478972918
Northern America,ocean warming,ssp585_near-term,#B4783CFF,0.13587668110471485
Northern Europe,ocean warming,ssp585_near-term,#B4783CFF,0.07856545963289868
Polynesia,ocean warming,ssp585_near-term,#B4783CFF,0.1331182335750946
South America,ocean warming,ssp585_near-term,#B4783CFF,0.07868817655818659
South-Eastern Asia,ocean warming,ssp585_near-term,#B4783CFF,0.1576821587587892
South-eastern Asia,ocean warming,ssp585_near-term,#B4783CFF,0.12603026945645465
Southern Africa,ocean warming,ssp585_near-term,#B4783CFF,0.0734982031225764
Southern Asia,ocean warming,ssp585_near-term,#B4783CFF,0.08662189810247739
Southern Europe,ocean warming,ssp585_near-term,#B4783CFF,0.14350854904119753
Southern Islands,ocean warming,ssp585_near-term,#B4783CFF,0.15530205006890854
Western Africa,ocean warming,ssp585_near-term,#B4783CFF,0.08906265015378416
Western Asia,ocean warming,ssp585_near-term,#B4783CFF,0.108539100742737
Western Europe,ocean warming,ssp585_near-term,#B4783CFF,0.06789193830599903
Antarctica,primary productivity,ssp245_current,#AB84A5FF,0.003006118401282986
Atlantic Eastern Central,primary productivity,ssp245_current,#AB84A5FF,0.0321424484718591
Australia and New Zealand,primary productivity,ssp245_current,#AB84A5FF,0.0038877329751757553
Caribbean,primary productivity,ssp245_current,#AB84A5FF,1.500614121204517e-4
Central America,primary productivity,ssp245_current,#AB84A5FF,0.0014302727645850097
Eastern Africa,primary productivity,ssp245_current,#AB84A5FF,0.00211410275959889
Eastern Asia,primary productivity,ssp245_current,#AB84A5FF,0.003250331922133162
Eastern Europe,primary productivity,ssp245_current,#AB84A5FF,1.1528170638096008e-4
Melanesia,primary productivity,ssp245_current,#AB84A5FF,0.008816770432896878
