georgn,pressure,scen_time,color,avg_impact
Southern Islands,coastal disturbance,ssp245_near-term,#90D8C8FF,0
Western Africa,coastal disturbance,ssp245_near-term,#90D8C8FF,0.15152961229999126
Western Asia,coastal disturbance,ssp245_near-term,#90D8C8FF,0.11938056592049517
Western Europe,coastal disturbance,ssp245_near-term,#90D8C8FF,0.1514925596900453
Antarctica,coastal disturbance,ssp585_current,#90D8C8FF,0
Atlantic Eastern Central,coastal disturbance,ssp585_current,#90D8C8FF,0
Australia and New Zealand,coastal disturbance,ssp585_current,#90D8C8FF,0.028082952806040555
Caribbean,coastal disturbance,ssp585_current,#90D8C8FF,0.07655960364472543
Central America,coastal disturbance,ssp585_current,#90D8C8FF,0.07061528699779532
Eastern Africa,coastal disturbance,ssp585_current,#90D8C8FF,0.10188675300415673
Eastern Asia,coastal disturbance,ssp585_current,#90D8C8FF,0.15734502069299117
Eastern Europe,coastal disturbance,ssp585_current,#90D8C8FF,0.01171297585153145
Melanesia,coastal disturbance,ssp585_current,#90D8C8FF,0.04360955095155062
Micronesia,coastal disturbance,ssp585_current,#90D8C8FF,0.012571722375757146
Middle Africa,coastal disturbance,ssp585_current,#90D8C8FF,0.08398244544321029
Northern Africa,coastal disturbance,ssp585_current,#90D8C8FF,0.10853749171477772
Northern America,coastal disturbance,ssp585_current,#90D8C8FF,0.02092221833399017
Northern Europe,coastal disturbance,ssp585_current,#90D8C8FF,0.07652255516007708
Polynesia,coastal disturbance,ssp585_current,#90D8C8FF,0.01646925363678251
South America,coastal disturbance,ssp585_current,#90D8C8FF,0.06233998507445769
South-Eastern Asia,coastal disturbance,ssp585_current,#90D8C8FF,0.08043645591485536
South-eastern Asia,coastal disturbance,ssp585_current,#90D8C8FF,0.1172653064255638
Southern Africa,coastal disturbance,ssp585_current,#90D8C8FF,0.058272914989607016
Southern Asia,coastal disturbance,ssp585_current,#90D8C8FF,0.15353979591257194
Southern Europe,coastal disturbance,ssp585_current,#90D8C8FF,0.09931326196234552
Southern Islands,coastal disturbance,ssp585_current,#90D8C8FF,0
Western Africa,coastal disturbance,ssp585_current,#90D8C8FF,0.14314989450173765
Western Asia,coastal disturbance,ssp585_current,#90D8C8FF,0.11412548673984581
Western Europe,coastal disturbance,ssp585_current,#90D8C8FF,0.151178923200726
Antarctica,coastal disturbance,ssp585_medium-term,#90D8C8FF,0
Atlantic Eastern Central,coastal disturbance,ssp585_medium-term,#90D8C8FF,0
Australia and New Zealand,coastal disturbance,ssp585_medium-term,#90D8C8FF,0.03182930119693438
Caribbean,coastal disturbance,ssp585_medium-term,#90D8C8FF,0.07549693487804887
Central America,coastal disturbance,ssp585_medium-term,#90D8C8FF,0.07131570852826849
Eastern Africa,coastal disturbance,ssp585_medium-term,#90D8C8FF,0.11023486826787691
Eastern Asia,coastal disturbance,ssp585_medium-term,#90D8C8FF,0.1523315313771746
Eastern Europe,coastal disturbance,ssp585_medium-term,#90D8C8FF,0.010940433319568765
Melanesia,coastal disturbance,ssp585_medium-term,#90D8C8FF,0.04480817100970741
Micronesia,coastal disturbance,ssp585_medium-term,#90D8C8FF,0.011537584701508808
Middle Africa,coastal disturbance,ssp585_medium-term,#90D8C8FF,0.09126331253933986
Northern Africa,coastal disturbance,ssp585_medium-term,#90D8C8FF,0.11315246648092867
Northern America,coastal disturbance,ssp585_medium-term,#90D8C8FF,0.02328558207621763
Northern Europe,coastal disturbance,ssp585_medium-term,#90D8C8FF,0.08249477114211637
Polynesia,coastal disturbance,ssp585_medium-term,#90D8C8FF,0.015167713870833818
South America,coastal disturbance,ssp585_medium-term,#90D8C8FF,0.06276831065263744
South-Eastern Asia,coastal disturbance,ssp585_medium-term,#90D8C8FF,0.07073934169637233
South-eastern Asia,coastal disturbance,ssp585_medium-term,#90D8C8FF,0.1109618122216942
Southern Africa,coastal disturbance,ssp585_medium-term,#90D8C8FF,0.060601024236118274
Southern Asia,coastal disturbance,ssp585_medium-term,#90D8C8FF,0.1561262661194032
Southern Europe,coastal disturbance,ssp585_medium-term,#90D8C8FF,0.10165503429473083
Southern Islands,coastal disturbance,ssp585_medium-term,#90D8C8FF,0
Western Africa,coastal disturbance,ssp585_medium-term,#90D8C8FF,0.1526863925551019
Western Asia,coastal disturbance,ssp585_medium-term,#90D8C8FF,0.12181907831182787
Western Europe,coastal disturbance,ssp585_medium-term,#90D8C8FF,0.15738465890750564
Antarctica,coastal disturbance,ssp585_near-term,#90D8C8FF,0
Atlantic Eastern Central,coastal disturbance,ssp585_near-term,#90D8C8FF,0
Australia and New Zealand,coastal disturbance,ssp585_near-term,#90D8C8FF,0.029585505375967765
Caribbean,coastal disturbance,ssp585_near-term,#90D8C8FF,0.07678663109091967
Central America,coastal disturbance,ssp585_near-term,#90D8C8FF,0.0718108315193919
Eastern Africa,coastal disturbance,ssp585_near-term,#90D8C8FF,0.10727997979243008
Eastern Asia,coastal disturbance,ssp585_near-term,#90D8C8FF,0.15565457191629803
Eastern Europe,coastal disturbance,ssp585_near-term,#90D8C8FF,0.011271898826355986
Melanesia,coastal disturbance,ssp585_near-term,#90D8C8FF,0.04478201407188173
Micronesia,coastal disturbance,ssp585_near-term,#90D8C8FF,0.012227657351625109
Middle Africa,coastal disturbance,ssp585_near-term,#90D8C8FF,0.08745516862142029
Northern Africa,coastal disturbance,ssp585_near-term,#90D8C8FF,0.11211011231899391
Northern America,coastal disturbance,ssp585_near-term,#90D8C8FF,0.021811400378883964
Northern Europe,coastal disturbance,ssp585_near-term,#90D8C8FF,0.07938866570934458
Polynesia,coastal disturbance,ssp585_near-term,#90D8C8FF,0.016114314958126753
South America,coastal disturbance,ssp585_near-term,#90D8C8FF,0.06306964786393818
South-Eastern Asia,coastal disturbance,ssp585_near-term,#90D8C8FF,0.0766077124074408
South-eastern Asia,coastal disturbance,ssp585_near-term,#90D8C8FF,0.11497924314525636
Southern Africa,coastal disturbance,ssp585_near-term,#90D8C8FF,0.05958752037093323
Southern Asia,coastal disturbance,ssp585_near-term,#90D8C8FF,0.15573402473901676
Southern Europe,coastal disturbance,ssp585_near-term,#90D8C8FF,0.10022699282314955
Southern Islands,coastal disturbance,ssp585_near-term,#90D8C8FF,0
Western Africa,coastal disturbance,ssp585_near-term,#90D8C8FF,0.14862568275970758
Western Asia,coastal disturbance,ssp585_near-term,#90D8C8FF,0.11857453125975857
Western Europe,coastal disturbance,ssp585_near-term,#90D8C8FF,0.15368131069256827
Antarctica,fisheries biomass loss,ssp245_current,#87A5A5FF,0.06318665537237642
Atlantic Eastern Central,fisheries biomass loss,ssp245_current,#87A5A5FF,0.09480933379381895
Australia and New Zealand,fisheries biomass loss,ssp245_current,#87A5A5FF,0.08442842303006029
Caribbean,fisheries biomass loss,ssp245_current,#87A5A5FF,0.08157287490626237
Central America,fisheries biomass loss,ssp245_current,#87A5A5FF,0.1788573643472435
Eastern Africa,fisheries biomass loss,ssp245_current,#87A5A5FF,0.08119909422902558
Eastern Asia,fisheries biomass loss,ssp245_current,#87A5A5FF,0.3037797363925785
Eastern Europe,fisheries biomass loss,ssp245_current,#87A5A5FF,0.19790237488625495
Melanesia,fisheries biomass loss,ssp245_current,#87A5A5FF,0.08205948174931726
Micronesia,fisheries biomass loss,ssp245_current,#87A5A5FF,0.04498476753250173
Middle Africa,fisheries biomass loss,ssp245_current,#87A5A5FF,0.14996409708996952
Northern Africa,fisheries biomass loss,ssp245_current,#87A5A5FF,0.23686621517772496
Northern America,fisheries biomass loss,ssp245_current,#87A5A5FF,0.16655113682797465
Northern Europe,fisheries biomass loss,ssp245_current,#87A5A5FF,0.2298309759870644
Polynesia,fisheries biomass loss,ssp245_current,#87A5A5FF,0.05942419509837451
South America,fisheries biomass loss,ssp245_current,#87A5A5FF,0.16344773367665968
South-Eastern Asia,fisheries biomass loss,ssp245_current,#87A5A5FF,0.16123799060995825
South-eastern Asia,fisheries biomass loss,ssp245_current,#87A5A5FF,0.17070997403826763
Southern Africa,fisheries biomass loss,ssp245_current,#87A5A5FF,0.11959796717853857
Southern Asia,fisheries biomass loss,ssp245_current,#87A5A5FF,0.18008648812971342
Southern Europe,fisheries biomass loss,ssp245_current,#87A5A5FF,0.20887995974291781
Southern Islands,fisheries biomass loss,ssp245_current,#87A5A5FF,0.08325294724939031
Western Africa,fisheries biomass loss,ssp245_current,#87A5A5FF,0.2277319022471408
Western Asia,fisheries biomass loss,ssp245_current,#87A5A5FF,0.20190679906047282
Western Europe,fisheries biomass loss,ssp245_current,#87A5A5FF,0.24177179225490697
Antarctica,fisheries biomass loss,ssp245_medium-term,#87A5A5FF,0.11773543964287134
Atlantic Eastern Central,fisheries biomass loss,ssp245_medium-term,#87A5A5FF,0.1327565498650074
Australia and New Zealand,fisheries biomass loss,ssp245_medium-term,#87A5A5FF,0.11331578995171648
Caribbean,fisheries biomass loss,ssp245_medium-term,#87A5A5FF,0.142639020180312
Central America,fisheries biomass loss,ssp245_medium-term,#87A5A5FF,0.28649322436051367
Eastern Africa,fisheries biomass loss,ssp245_medium-term,#87A5A5FF,0.18641627872106406
Eastern Asia,fisheries biomass loss,ssp245_medium-term,#87A5A5FF,0.31726976616089797
Eastern Europe,fisheries biomass loss,ssp245_medium-term,#87A5A5FF,0.29083697883075943
Melanesia,fisheries biomass loss,ssp245_medium-term,#87A5A5FF,0.11211426386496555
Micronesia,fisheries biomass loss,ssp245_medium-term,#87A5A5FF,0.08236377723398858
Middle Africa,fisheries biomass loss,ssp245_medium-term,#87A5A5FF,0.2060332915508883
Northern Africa,fisheries biomass loss,ssp245_medium-term,#87A5A5FF,0.3289884984366202
Northern America,fisheries biomass loss,ssp245_medium-term,#87A5A5FF,0.1864101021481455
Northern Europe,fisheries biomass loss,ssp245_medium-term,#87A5A5FF,0.2347618147718802
Polynesia,fisheries biomass loss,ssp245_medium-term,#87A5A5FF,0.0893857689788704
South America,fisheries biomass loss,ssp245_medium-term,#87A5A5FF,0.243022493097647
South-Eastern Asia,fisheries biomass loss,ssp245_medium-term,#87A5A5FF,0.24952548361024132
South-eastern Asia,fisheries biomass loss,ssp245_medium-term,#87A5A5FF,0.2626407118276701
Southern Africa,fisheries biomass loss,ssp245_medium-term,#87A5A5FF,0.19373784454774415
Southern Asia,fisheries biomass loss,ssp245_medium-term,#87A5A5FF,0.31207270769146545
Southern Europe,fisheries biomass loss,ssp245_medium-term,#87A5A5FF,0.2932270224103673
Southern Islands,fisheries biomass loss,ssp245_medium-term,#87A5A5FF,0.13318742111798862
Western Africa,fisheries biomass loss,ssp245_medium-term,#87A5A5FF,0.31287011146076904
Western Asia,fisheries biomass loss,ssp245_medium-term,#87A5A5FF,0.3430456051697709
Western Europe,fisheries biomass loss,ssp245_medium-term,#87A5A5FF,0.24206115248214335
Antarctica,fisheries biomass loss,ssp245_near-term,#87A5A5FF,0.0917154909745238
Atlantic Eastern Central,fisheries biomass loss,ssp245_near-term,#87A5A5FF,0.11513755470514297
Australia and New Zealand,fisheries biomass loss,ssp245_near-term,#87A5A5FF,0.099316863641164
Caribbean,fisheries biomass loss,ssp245_near-term,#87A5A5FF,0.1151695876210026
Central America,fisheries biomass loss,ssp245_near-term,#87A5A5FF,0.24079939223011848
Eastern Africa,fisheries biomass loss,ssp245_near-term,#87A5A5FF,0.14101866475924452
Eastern Asia,fisheries biomass loss,ssp245_near-term,#87A5A5FF,0.31521281525794215
Eastern Europe,fisheries biomass loss,ssp245_near-term,#87A5A5FF,0.2507739220609076
Melanesia,fisheries biomass loss,ssp245_near-term,#87A5A5FF,0.09756442267052962
Micronesia,fisheries biomass loss,ssp245_near-term,#87A5A5FF,0.0642118221351969
Middle Africa,fisheries biomass loss,ssp245_near-term,#87A5A5FF,0.18164620890945143
Northern Africa,fisheries biomass loss,ssp245_near-term,#87A5A5FF,0.2926932689809047
Northern America,fisheries biomass loss,ssp245_near-term,#87A5A5FF,0.1785345957870772
Northern Europe,fisheries biomass loss,ssp245_near-term,#87A5A5FF,0.23841807782235896
Polynesia,fisheries biomass loss,ssp245_near-term,#87A5A5FF,0.07482909742990515
South America,fisheries biomass loss,ssp245_near-term,#87A5A5FF,0.21159430125300357
South-Eastern Asia,fisheries biomass loss,ssp245_near-term,#87A5A5FF,0.20814622921418513
South-eastern Asia,fisheries biomass loss,ssp245_near-term,#87A5A5FF,0.22334826150260614
Southern Africa,fisheries biomass loss,ssp245_near-term,#87A5A5FF,0.160036653711442
Southern Asia,fisheries biomass loss,ssp245_near-term,#87A5A5FF,0.2590388840409554
Southern Europe,fisheries biomass loss,ssp245_near-term,#87A5A5FF,0.2589311603634821
Southern Islands,fisheries biomass loss,ssp245_near-term,#87A5A5FF,0.10936106198727681
Western Africa,fisheries biomass loss,ssp245_near-term,#87A5A5FF,0.28103552239842006
Western Asia,fisheries biomass loss,ssp245_near-term,#87A5A5FF,0.29234939709020386
Western Europe,fisheries biomass loss,ssp245_near-term,#87A5A5FF,0.25122488553296585
Antarctica,fisheries biomass loss,ssp585_current,#87A5A5FF,0.06318665537237642
Atlantic Eastern Central,fisheries biomass loss,ssp585_current,#87A5A5FF,0.09480933379381895
Australia and New Zealand,fisheries biomass loss,ssp585_current,#87A5A5FF,0.08993235487112813
Caribbean,fisheries biomass loss,ssp585_current,#87A5A5FF,0.08543452814025862
Central America,fisheries biomass loss,ssp585_current,#87A5A5FF,0.1788573643472435
Eastern Africa,fisheries biomass loss,ssp585_current,#87A5A5FF,0.08119909422902558
Eastern Asia,fisheries biomass loss,ssp585_current,#87A5A5FF,0.3037797363925785
Eastern Europe,fisheries biomass loss,ssp585_current,#87A5A5FF,0.19790237488625495
Melanesia,fisheries biomass loss,ssp585_current,#87A5A5FF,0.08782945804688341
Micronesia,fisheries biomass loss,ssp585_current,#87A5A5FF,0.049721622245333115
Middle Africa,fisheries biomass loss,ssp585_current,#87A5A5FF,0.15187670106167955
Northern Africa,fisheries biomass loss,ssp585_current,#87A5A5FF,0.23686621517772496
Northern America,fisheries biomass loss,ssp585_current,#87A5A5FF,0.1680000521448383
Northern Europe,fisheries biomass loss,ssp585_current,#87A5A5FF,0.2298309759870644
Polynesia,fisheries biomass loss,ssp585_current,#87A5A5FF,0.06515694397817116
South America,fisheries biomass loss,ssp585_current,#87A5A5FF,0.16394699708663693
South-Eastern Asia,fisheries biomass loss,ssp585_current,#87A5A5FF,0.16123799060995825
South-eastern Asia,fisheries biomass loss,ssp585_current,#87A5A5FF,0.17070997403826763
Southern Africa,fisheries biomass loss,ssp585_current,#87A5A5FF,0.12098791397727295
Southern Asia,fisheries biomass loss,ssp585_current,#87A5A5FF,0.18008648812971342
Southern Europe,fisheries biomass loss,ssp585_current,#87A5A5FF,0.2092942061050009
Southern Islands,fisheries biomass loss,ssp585_current,#87A5A5FF,0.08325294724939031
Western Africa,fisheries biomass loss,ssp585_current,#87A5A5FF,0.2277319022471408
Western Asia,fisheries biomass loss,ssp585_current,#87A5A5FF,0.20190679906047282
Western Europe,fisheries biomass loss,ssp585_current,#87A5A5FF,0.24177179225490697
Antarctica,fisheries biomass loss,ssp585_medium-term,#87A5A5FF,0.11773543964287134
Atlantic Eastern Central,fisheries biomass loss,ssp585_medium-term,#87A5A5FF,0.13367806654423475
Australia and New Zealand,fisheries biomass loss,ssp585_medium-term,#87A5A5FF,0.15682640165245348
Caribbean,fisheries biomass loss,ssp585_medium-term,#87A5A5FF,0.17365132637098035
Central America,fisheries biomass loss,ssp585_medium-term,#87A5A5FF,0.28622916306557356
Eastern Africa,fisheries biomass loss,ssp585_medium-term,#87A5A5FF,0.19012143640010254
Eastern Asia,fisheries biomass loss,ssp585_medium-term,#87A5A5FF,0.3176965588086357
Eastern Europe,fisheries biomass loss,ssp585_medium-term,#87A5A5FF,0.29081773399299493
Melanesia,fisheries biomass loss,ssp585_medium-term,#87A5A5FF,0.157597427941203
Micronesia,fisheries biomass loss,ssp585_medium-term,#87A5A5FF,0.12294694416790167
Middle Africa,fisheries biomass loss,ssp585_medium-term,#87A5A5FF,0.22110980488622872
Northern Africa,fisheries biomass loss,ssp585_medium-term,#87A5A5FF,0.32899319659144305
Northern America,fisheries biomass loss,ssp585_medium-term,#87A5A5FF,0.2093276277941128
Northern Europe,fisheries biomass loss,ssp585_medium-term,#87A5A5FF,0.2393817700885536
Polynesia,fisheries biomass loss,ssp585_medium-term,#87A5A5FF,0.13573422374325111
South America,fisheries biomass loss,ssp585_medium-term,#87A5A5FF,0.2531056777762553
South-Eastern Asia,fisheries biomass loss,ssp585_medium-term,#87A5A5FF,0.24952548361024132
South-eastern Asia,fisheries biomass loss,ssp585_medium-term,#87A5A5FF,0.2626363003800178
Southern Africa,fisheries biomass loss,ssp585_medium-term,#87A5A5FF,0.20457794104044547
Southern Asia,fisheries biomass loss,ssp585_medium-term,#87A5A5FF,0.31207270769146545
Southern Europe,fisheries biomass loss,ssp585_medium-term,#87A5A5FF,0.29875366994319896
Southern Islands,fisheries biomass loss,ssp585_medium-term,#87A5A5FF,0.13318742111798862
Western Africa,fisheries biomass loss,ssp585_medium-term,#87A5A5FF,0.31323193482562184
Western Asia,fisheries biomass loss,ssp585_medium-term,#87A5A5FF,0.3430271965064902
Western Europe,fisheries biomass loss,ssp585_medium-term,#87A5A5FF,0.24372578168219466
Antarctica,fisheries biomass loss,ssp585_near-term,#87A5A5FF,0.0917154909745238
Atlantic Eastern Central,fisheries biomass loss,ssp585_near-term,#87A5A5FF,0.11513755470514297
Australia and New Zealand,fisheries biomass loss,ssp585_near-term,#87A5A5FF,0.12540298241980974
Caribbean,fisheries biomass loss,ssp585_near-term,#87A5A5FF,0.13393293914876506
Central America,fisheries biomass loss,ssp585_near-term,#87A5A5FF,0.24078827557106516
Eastern Africa,fisheries biomass loss,ssp585_near-term,#87A5A5FF,0.14226270048054696
Eastern Asia,fisheries biomass loss,ssp585_near-term,#87A5A5FF,0.31652768438029816
Eastern Europe,fisheries biomass loss,ssp585_near-term,#87A5A5FF,0.2507720337127567
Melanesia,fisheries biomass loss,ssp585_near-term,#87A5A5FF,0.12483755855868792
Micronesia,fisheries biomass loss,ssp585_near-term,#87A5A5FF,0.08856648823704233
Middle Africa,fisheries biomass loss,ssp585_near-term,#87A5A5FF,0.19068656734050837
Northern Africa,fisheries biomass loss,ssp585_near-term,#87A5A5FF,0.29269386972312583
Northern America,fisheries biomass loss,ssp585_near-term,#87A5A5FF,0.1917643480896979
Northern Europe,fisheries biomass loss,ssp585_near-term,#87A5A5FF,0.24274586458229647
Polynesia,fisheries biomass loss,ssp585_near-term,#87A5A5FF,0.10234269620042873
South America,fisheries biomass loss,ssp585_near-term,#87A5A5FF,0.21616334207337357
South-Eastern Asia,fisheries biomass loss,ssp585_near-term,#87A5A5FF,0.20814622921418513
South-eastern Asia,fisheries biomass loss,ssp585_near-term,#87A5A5FF,0.22334826150260614
Southern Africa,fisheries biomass loss,ssp585_near-term,#87A5A5FF,0.16656993485191607
Southern Asia,fisheries biomass loss,ssp585_near-term,#87A5A5FF,0.2590388840409554
Southern Europe,fisheries biomass loss,ssp585_near-term,#87A5A5FF,0.26168154857452414
Southern Islands,fisheries biomass loss,ssp585_near-term,#87A5A5FF,0.10936106198727681
Western Africa,fisheries biomass loss,ssp585_near-term,#87A5A5FF,0.28130478363454875
Western Asia,fisheries biomass loss,ssp585_near-term,#87A5A5FF,0.2924281555262537
Western Europe,fisheries biomass loss,ssp585_near-term,#87A5A5FF,0.2528979730807209
Antarctica,light pollution,ssp245_current,#B4B45AFF,0
Atlantic Eastern Central,light pollution,ssp245_current,#B4B45AFF,0
Australia and New Zealand,light pollution,ssp245_current,#B4B45AFF,0.0010841624225085326
Caribbean,light pollution,ssp245_current,#B4B45AFF,0.0022836488683790276
Central America,light pollution,ssp245_current,#B4B45AFF,0.0014232677336140588
Eastern Africa,light pollution,ssp245_current,#B4B45AFF,7.896686812339609e-4
Eastern Asia,light pollution,ssp245_current,#B4B45AFF,0.014916794221955921
Eastern Europe,light pollution,ssp245_current,#B4B45AFF,6.728500289686284e-4
Melanesia,light pollution,ssp245_current,#B4B45AFF,1.0113423778734438e-4
Micronesia,light pollution,ssp245_current,#B4B45AFF,2.3976257411667483e-4
Middle Africa,light pollution,ssp245_current,#B4B45AFF,0.0030406482593000215
Northern Africa,light pollution,ssp245_current,#B4B45AFF,0.0068696333505373006
Northern America,light pollution,ssp245_current,#B4B45AFF,0.0019265865052551423
Northern Europe,light pollution,ssp245_current,#B4B45AFF,0.004531848312426416
Polynesia,light pollution,ssp245_current,#B4B45AFF,7.92057918536331e-5
South America,light pollution,ssp245_current,#B4B45AFF,0.003067886486835946
South-Eastern Asia,light pollution,ssp245_current,#B4B45AFF,0.00164731244510606
South-eastern Asia,light pollution,ssp245_current,#B4B45AFF,0.0019242086448480356
Southern Africa,light pollution,ssp245_current,#B4B45AFF,0.002829917102609972
Southern Asia,light pollution,ssp245_current,#B4B45AFF,0.004469265067674045
Southern Europe,light pollution,ssp245_current,#B4B45AFF,0.009217864491985828
Southern Islands,light pollution,ssp245_current,#B4B45AFF,0
Western Africa,light pollution,ssp245_current,#B4B45AFF,0.0026418230372198584
Western Asia,light pollution,ssp245_current,#B4B45AFF,0.013072450056569823
Western Europe,light pollution,ssp245_current,#B4B45AFF,0.009665585490173339
Antarctica,light pollution,ssp245_medium-term,#B4B45AFF,0
Atlantic Eastern Central,light pollution,ssp245_medium-term,#B4B45AFF,0
Australia and New Zealand,light pollution,ssp245_medium-term,#B4B45AFF,0.0015799533624393494
Caribbean,light pollution,ssp245_medium-term,#B4B45AFF,0.0028028454510748866
Central America,light pollution,ssp245_medium-term,#B4B45AFF,0.0020025745212922715
Eastern Africa,light pollution,ssp245_medium-term,#B4B45AFF,0.0029629422094351386
Eastern Asia,light pollution,ssp245_medium-term,#B4B45AFF,0.016452238867704614
Eastern Europe,light pollution,ssp245_medium-term,#B4B45AFF,6.419591147082452e-4
Melanesia,light pollution,ssp245_medium-term,#B4B45AFF,2.0225769930285825e-4
Micronesia,light pollution,ssp245_medium-term,#B4B45AFF,1.3386996613288707e-4
Middle Africa,light pollution,ssp245_medium-term,#B4B45AFF,0.0053999984413855145
Northern Africa,light pollution,ssp245_medium-term,#B4B45AFF,0.009054499515800717
Northern America,light pollution,ssp245_medium-term,#B4B45AFF,0.0020774971675459664
Northern Europe,light pollution,ssp245_medium-term,#B4B45AFF,0.005623591692155386
Polynesia,light pollution,ssp245_medium-term,#B4B45AFF,1.7951167851787221e-4
South America,light pollution,ssp245_medium-term,#B4B45AFF,0.003341053027551681
South-Eastern Asia,light pollution,ssp245_medium-term,#B4B45AFF,0.008008052108479108
South-eastern Asia,light pollution,ssp245_medium-term,#B4B45AFF,0.004450628844940376
Southern Africa,light pollution,ssp245_medium-term,#B4B45AFF,0.0036566420120216765
Southern Asia,light pollution,ssp245_medium-term,#B4B45AFF,0.008107099646638312
Southern Europe,light pollution,ssp245_medium-term,#B4B45AFF,0.0085135626336565
Southern Islands,light pollution,ssp245_medium-term,#B4B45AFF,0
Western Africa,light pollution,ssp245_medium-term,#B4B45AFF,0.008202750474912831
Western Asia,light pollution,ssp245_medium-term,#B4B45AFF,0.013581107620279372
Western Europe,light pollution,ssp245_medium-term,#B4B45AFF,0.013501597685768621
Antarctica,light pollution,ssp245_near-term,#B4B45AFF,0
Atlantic Eastern Central,light pollution,ssp245_near-term,#B4B45AFF,0
Australia and New Zealand,light pollution,ssp245_near-term,#B4B45AFF,0.0013091765903800571
Caribbean,light pollution,ssp245_near-term,#B4B45AFF,0.002366924363351054
Central America,light pollution,ssp245_near-term,#B4B45AFF,0.0015834657304112068
Eastern Africa,light pollution,ssp245_near-term,#B4B45AFF,0.0015389783032413217
Eastern Asia,light pollution,ssp245_near-term,#B4B45AFF,0.016075587460192303
Eastern Europe,light pollution,ssp245_near-term,#B4B45AFF,6.147254489362977e-4
Melanesia,light pollution,ssp245_near-term,#B4B45AFF,1.1879394093122565e-4
Micronesia,light pollution,ssp245_near-term,#B4B45AFF,1.4616871783867637e-4
Middle Africa,light pollution,ssp245_near-term,#B4B45AFF,0.0034328746698592304
Northern Africa,light pollution,ssp245_near-term,#B4B45AFF,0.00789626942086048
Northern America,light pollution,ssp245_near-term,#B4B45AFF,0.001903003259911303
Northern Europe,light pollution,ssp245_near-term,#B4B45AFF,0.00516995842341712
Polynesia,light pollution,ssp245_near-term,#B4B45AFF,1.2628383997600624e-4
South America,light pollution,ssp245_near-term,#B4B45AFF,0.003084603193869173
South-Eastern Asia,light pollution,ssp245_near-term,#B4B45AFF,0.007276002517148633
South-eastern Asia,light pollution,ssp245_near-term,#B4B45AFF,0.0036363075258500606
Southern Africa,light pollution,ssp245_near-term,#B4B45AFF,0.003163706586202137
Southern Asia,light pollution,ssp245_near-term,#B4B45AFF,0.005972611828254224
Southern Europe,light pollution,ssp245_near-term,#B4B45AFF,0.0082831104491698955
Southern Islands,light pollution,ssp245_near-term,#B4B45AFF,0
Western Africa,light pollution,ssp245_near-term,#B4B45AFF,0.00514529152967268
Western Asia,light pollution,ssp245_near-term,#B4B45AFF,0.012106997558955123
Western Europe,light pollution,ssp245_near-term,#B4B45AFF,0.012710685898784232
Antarctica,light pollution,ssp585_current,#B4B45AFF,0
Atlantic Eastern Central,light pollution,ssp585_current,#B4B45AFF,0
Australia and New Zealand,light pollution,ssp585_current,#B4B45AFF,0.001104540725485202
Caribbean,light pollution,ssp585_current,#B4B45AFF,0.0022428207016273885
Central America,light pollution,ssp585_current,#B4B45AFF,0.0014078960001867459
Eastern Africa,light pollution,ssp585_current,#B4B45AFF,7.737826160769233e-4
Eastern Asia,light pollution,ssp585_current,#B4B45AFF,0.01489795719554427
Eastern Europe,light pollution,ssp585_current,#B4B45AFF,6.731556042186043e-4
Melanesia,light pollution,ssp585_current,#B4B45AFF,1.064703189100262e-4
Micronesia,light pollution,ssp585_current,#B4B45AFF,2.3277037931670788e-4
Middle Africa,light pollution,ssp585_current,#B4B45AFF,0.003180254673293573
Northern Africa,light pollution,ssp585_current,#B4B45AFF,0.007049452696561161
Northern America,light pollution,ssp585_current,#B4B45AFF,0.0018928996631708203
Northern Europe,light pollution,ssp585_current,#B4B45AFF,0.00459832305889259
Polynesia,light pollution,ssp585_current,#B4B45AFF,6.285156530526744e-5
South America,light pollution,ssp585_current,#B4B45AFF,0.003115859170720936
South-Eastern Asia,light pollution,ssp585_current,#B4B45AFF,0.0016788780416878654
South-eastern Asia,light pollution,ssp585_current,#B4B45AFF,0.0019025951657665155
Southern Africa,light pollution,ssp585_current,#B4B45AFF,0.002863240189576017
Southern Asia,light pollution,ssp585_current,#B4B45AFF,0.004555711565079492
Southern Europe,light pollution,ssp585_current,#B4B45AFF,0.009143508804832829
Southern Islands,light pollution,ssp585_current,#B4B45AFF,0
Western Africa,light pollution,ssp585_current,#B4B45AFF,0.0026426604732334795
Western Asia,light pollution,ssp585_current,#B4B45AFF,0.012960432406943003
Western Europe,light pollution,ssp585_current,#B4B45AFF,0.010208994003933155
Antarctica,light pollution,ssp585_medium-term,#B4B45AFF,0
Atlantic Eastern Central,light pollution,ssp585_medium-term,#B4B45AFF,0
Australia and New Zealand,light pollution,ssp585_medium-term,#B4B45AFF,0.0019165855416969691
Caribbean,light pollution,ssp585_medium-term,#B4B45AFF,0.003100053233033584
Central America,light pollution,ssp585_medium-term,#B4B45AFF,0.0019447406576653954
Eastern Africa,light pollution,ssp585_medium-term,#B4B45AFF,0.004638356527832313
Eastern Asia,light pollution,ssp585_medium-term,#B4B45AFF,0.017891518136228166
Eastern Europe,light pollution,ssp585_medium-term,#B4B45AFF,7.039612570985689e-4
Melanesia,light pollution,ssp585_medium-term,#B4B45AFF,2.880369683973088e-4
Micronesia,light pollution,ssp585_medium-term,#B4B45AFF,1.3867695823648946e-4
