stockid,stocklong,total_years,max_year,min_year,year,biomass_MT
HERRWCVANI,Pacific herring West Coast of Vancouver Island,21,2015,1995,2003,65000
HERRWCVANI,Pacific herring West Coast of Vancouver Island,21,2015,1995,2004,49800
HERRWCVANI,Pacific herring West Coast of Vancouver Island,21,2015,1995,2005,31200
HERRWCVANI,Pacific herring West Coast of Vancouver Island,21,2015,1995,2006,28700
HERRWCVANI,Pacific herring West Coast of Vancouver Island,21,2015,1995,2007,19600
HERRWCVANI,Pacific herring West Coast of Vancouver Island,21,2015,1995,2008,21900
HERRWCVANI,Pacific herring West Coast of Vancouver Island,21,2015,1995,2009,16400
HERRWCVANI,Pacific herring West Coast of Vancouver Island,21,2015,1995,2010,24200
HERRWCVANI,Pacific herring West Coast of Vancouver Island,21,2015,1995,2011,18900
HERRWCVANI,Pacific herring West Coast of Vancouver Island,21,2015,1995,2012,19000
HERRWCVANI,Pacific herring West Coast of Vancouver Island,21,2015,1995,2013,32600
HERRWCVANI,Pacific herring West Coast of Vancouver Island,21,2015,1995,2014,34300
HERRWCVANI,Pacific herring West Coast of Vancouver Island,21,2015,1995,2015,56400
HERRWCVANI,Pacific herring West Coast of Vancouver Island,21,2015,1995,2016,56400
HERRWCVANI,Pacific herring West Coast of Vancouver Island,21,2015,1995,2017,56400
HERRWCVANI,Pacific herring West Coast of Vancouver Island,21,2015,1995,2018,56400
HERRWCVANI,Pacific herring West Coast of Vancouver Island,21,2015,1995,2019,56400
HERRWCVANI,Pacific herring West Coast of Vancouver Island,21,2015,1995,2020,56400
HMACKIIa-IVa-Vb-VIa-VII-VIII,Horse mackerel ICES 2a-4a-5b-6a-7-8,23,2017,1995,1995,2970000
HMACKIIa-IVa-Vb-VIa-VII-VIII,Horse mackerel ICES 2a-4a-5b-6a-7-8,23,2017,1995,1996,2620000
HMACKIIa-IVa-Vb-VIa-VII-VIII,Horse mackerel ICES 2a-4a-5b-6a-7-8,23,2017,1995,1997,2390000
HMACKIIa-IVa-Vb-VIa-VII-VIII,Horse mackerel ICES 2a-4a-5b-6a-7-8,23,2017,1995,1998,2010000
HMACKIIa-IVa-Vb-VIa-VII-VIII,Horse mackerel ICES 2a-4a-5b-6a-7-8,23,2017,1995,1999,1810000
HMACKIIa-IVa-Vb-VIa-VII-VIII,Horse mackerel ICES 2a-4a-5b-6a-7-8,23,2017,1995,2000,1630000
HMACKIIa-IVa-Vb-VIa-VII-VIII,Horse mackerel ICES 2a-4a-5b-6a-7-8,23,2017,1995,2001,1540000
HMACKIIa-IVa-Vb-VIa-VII-VIII,Horse mackerel ICES 2a-4a-5b-6a-7-8,23,2017,1995,2002,1570000
HMACKIIa-IVa-Vb-VIa-VII-VIII,Horse mackerel ICES 2a-4a-5b-6a-7-8,23,2017,1995,2003,1700000
HMACKIIa-IVa-Vb-VIa-VII-VIII,Horse mackerel ICES 2a-4a-5b-6a-7-8,23,2017,1995,2004,1780000
HMACKIIa-IVa-Vb-VIa-VII-VIII,Horse mackerel ICES 2a-4a-5b-6a-7-8,23,2017,1995,2005,1840000
HMACKIIa-IVa-Vb-VIa-VII-VIII,Horse mackerel ICES 2a-4a-5b-6a-7-8,23,2017,1995,2006,1820000
HMACKIIa-IVa-Vb-VIa-VII-VIII,Horse mackerel ICES 2a-4a-5b-6a-7-8,23,2017,1995,2007,1770000
HMACKIIa-IVa-Vb-VIa-VII-VIII,Horse mackerel ICES 2a-4a-5b-6a-7-8,23,2017,1995,2008,1720000
HMACKIIa-IVa-Vb-VIa-VII-VIII,Horse mackerel ICES 2a-4a-5b-6a-7-8,23,2017,1995,2009,1670000
HMACKIIa-IVa-Vb-VIa-VII-VIII,Horse mackerel ICES 2a-4a-5b-6a-7-8,23,2017,1995,2010,1590000
HMACKIIa-IVa-Vb-VIa-VII-VIII,Horse mackerel ICES 2a-4a-5b-6a-7-8,23,2017,1995,2011,1460000
HMACKIIa-IVa-Vb-VIa-VII-VIII,Horse mackerel ICES 2a-4a-5b-6a-7-8,23,2017,1995,2012,1320000
HMACKIIa-IVa-Vb-VIa-VII-VIII,Horse mackerel ICES 2a-4a-5b-6a-7-8,23,2017,1995,2013,1190000
HMACKIIa-IVa-Vb-VIa-VII-VIII,Horse mackerel ICES 2a-4a-5b-6a-7-8,23,2017,1995,2014,1080000
HMACKIIa-IVa-Vb-VIa-VII-VIII,Horse mackerel ICES 2a-4a-5b-6a-7-8,23,2017,1995,2015,1000000
HMACKIIa-IVa-Vb-VIa-VII-VIII,Horse mackerel ICES 2a-4a-5b-6a-7-8,23,2017,1995,2016,1010000
HMACKIIa-IVa-Vb-VIa-VII-VIII,Horse mackerel ICES 2a-4a-5b-6a-7-8,23,2017,1995,2017,1070000
HMACKIIa-IVa-Vb-VIa-VII-VIII,Horse mackerel ICES 2a-4a-5b-6a-7-8,23,2017,1995,2018,1070000
HMACKIIa-IVa-Vb-VIa-VII-VIII,Horse mackerel ICES 2a-4a-5b-6a-7-8,23,2017,1995,2019,1070000
HMACKIIa-IVa-Vb-VIa-VII-VIII,Horse mackerel ICES 2a-4a-5b-6a-7-8,23,2017,1995,2020,1070000
HMACKNWA,Horse mackerel North West Africa,16,2010,1995,1995,308000
HMACKNWA,Horse mackerel North West Africa,16,2010,1995,1996,359000
HMACKNWA,Horse mackerel North West Africa,16,2010,1995,1997,393000
HMACKNWA,Horse mackerel North West Africa,16,2010,1995,1998,275000
HMACKNWA,Horse mackerel North West Africa,16,2010,1995,1999,178000
HMACKNWA,Horse mackerel North West Africa,16,2010,1995,2000,183000
HMACKNWA,Horse mackerel North West Africa,16,2010,1995,2001,200000
HMACKNWA,Horse mackerel North West Africa,16,2010,1995,2002,253000
HMACKNWA,Horse mackerel North West Africa,16,2010,1995,2003,286000
HMACKNWA,Horse mackerel North West Africa,16,2010,1995,2004,196000
HMACKNWA,Horse mackerel North West Africa,16,2010,1995,2005,140000
HMACKNWA,Horse mackerel North West Africa,16,2010,1995,2006,41900
HMACKNWA,Horse mackerel North West Africa,16,2010,1995,2007,218000
HMACKNWA,Horse mackerel North West Africa,16,2010,1995,2008,235000
HMACKNWA,Horse mackerel North West Africa,16,2010,1995,2009,195000
HMACKNWA,Horse mackerel North West Africa,16,2010,1995,2010,153000
HMACKNWA,Horse mackerel North West Africa,16,2010,1995,2011,153000
HMACKNWA,Horse mackerel North West Africa,16,2010,1995,2012,153000
HMACKNWA,Horse mackerel North West Africa,16,2010,1995,2013,153000
HMACKNWA,Horse mackerel North West Africa,16,2010,1995,2014,153000
HMACKNWA,Horse mackerel North West Africa,16,2010,1995,2015,153000
HMACKNWA,Horse mackerel North West Africa,16,2010,1995,2016,153000
HMACKNWA,Horse mackerel North West Africa,16,2010,1995,2017,153000
HMACKNWA,Horse mackerel North West Africa,16,2010,1995,2018,153000
HMACKNWA,Horse mackerel North West Africa,16,2010,1995,2019,153000
HMACKNWA,Horse mackerel North West Africa,16,2010,1995,2020,153000
JAMBERJPN,Japanese amberjack Japan,19,2013,1995,1995,141000
JAMBERJPN,Japanese amberjack Japan,19,2013,1995,1996,122000
JAMBERJPN,Japanese amberjack Japan,19,2013,1995,1997,120000
JAMBERJPN,Japanese amberjack Japan,19,2013,1995,1998,115000
JAMBERJPN,Japanese amberjack Japan,19,2013,1995,1999,138000
JAMBERJPN,Japanese amberjack Japan,19,2013,1995,2000,164000
JAMBERJPN,Japanese amberjack Japan,19,2013,1995,2001,149000
JAMBERJPN,Japanese amberjack Japan,19,2013,1995,2002,143000
JAMBERJPN,Japanese amberjack Japan,19,2013,1995,2003,161000
JAMBERJPN,Japanese amberjack Japan,19,2013,1995,2004,157000
JAMBERJPN,Japanese amberjack Japan,19,2013,1995,2005,148000
JAMBERJPN,Japanese amberjack Japan,19,2013,1995,2006,178000
JAMBERJPN,Japanese amberjack Japan,19,2013,1995,2007,171000
JAMBERJPN,Japanese amberjack Japan,19,2013,1995,2008,176000
JAMBERJPN,Japanese amberjack Japan,19,2013,1995,2009,206000
JAMBERJPN,Japanese amberjack Japan,19,2013,1995,2010,261000
JAMBERJPN,Japanese amberjack Japan,19,2013,1995,2011,269000
JAMBERJPN,Japanese amberjack Japan,19,2013,1995,2012,281000
JAMBERJPN,Japanese amberjack Japan,19,2013,1995,2013,294000
JAMBERJPN,Japanese amberjack Japan,19,2013,1995,2014,294000
JAMBERJPN,Japanese amberjack Japan,19,2013,1995,2015,294000
JAMBERJPN,Japanese amberjack Japan,19,2013,1995,2016,294000
JAMBERJPN,Japanese amberjack Japan,19,2013,1995,2017,294000
JAMBERJPN,Japanese amberjack Japan,19,2013,1995,2018,294000
JAMBERJPN,Japanese amberjack Japan,19,2013,1995,2019,294000
JAMBERJPN,Japanese amberjack Japan,19,2013,1995,2020,294000
JANCHOPJPN,Japanese anchovy Pacific Coast of Japan,19,2013,1995,1995,679000
JANCHOPJPN,Japanese anchovy Pacific Coast of Japan,19,2013,1995,1996,612000
JANCHOPJPN,Japanese anchovy Pacific Coast of Japan,19,2013,1995,1997,770000
JANCHOPJPN,Japanese anchovy Pacific Coast of Japan,19,2013,1995,1998,1080000
JANCHOPJPN,Japanese anchovy Pacific Coast of Japan,19,2013,1995,1999,1030000
JANCHOPJPN,Japanese anchovy Pacific Coast of Japan,19,2013,1995,2000,914000
JANCHOPJPN,Japanese anchovy Pacific Coast of Japan,19,2013,1995,2001,1070000
JANCHOPJPN,Japanese anchovy Pacific Coast of Japan,19,2013,1995,2002,1230000
JANCHOPJPN,Japanese anchovy Pacific Coast of Japan,19,2013,1995,2003,1490000
JANCHOPJPN,Japanese anchovy Pacific Coast of Japan,19,2013,1995,2004,1120000
JANCHOPJPN,Japanese anchovy Pacific Coast of Japan,19,2013,1995,2005,974000
JANCHOPJPN,Japanese anchovy Pacific Coast of Japan,19,2013,1995,2006,929000
JANCHOPJPN,Japanese anchovy Pacific Coast of Japan,19,2013,1995,2007,815000
JANCHOPJPN,Japanese anchovy Pacific Coast of Japan,19,2013,1995,2008,773000
JANCHOPJPN,Japanese anchovy Pacific Coast of Japan,19,2013,1995,2009,850000
JANCHOPJPN,Japanese anchovy Pacific Coast of Japan,19,2013,1995,2010,722000
JANCHOPJPN,Japanese anchovy Pacific Coast of Japan,19,2013,1995,2011,572000
JANCHOPJPN,Japanese anchovy Pacific Coast of Japan,19,2013,1995,2012,577000
JANCHOPJPN,Japanese anchovy Pacific Coast of Japan,19,2013,1995,2013,625000
JANCHOPJPN,Japanese anchovy Pacific Coast of Japan,19,2013,1995,2014,625000
JANCHOPJPN,Japanese anchovy Pacific Coast of Japan,19,2013,1995,2015,625000
JANCHOPJPN,Japanese anchovy Pacific Coast of Japan,19,2013,1995,2016,625000
JANCHOPJPN,Japanese anchovy Pacific Coast of Japan,19,2013,1995,2017,625000
JANCHOPJPN,Japanese anchovy Pacific Coast of Japan,19,2013,1995,2018,625000
JANCHOPJPN,Japanese anchovy Pacific Coast of Japan,19,2013,1995,2019,625000
JANCHOPJPN,Japanese anchovy Pacific Coast of Japan,19,2013,1995,2020,625000
JANCHOSETO,Japanese anchovy Inland Sea of Japan,24,2018,1995,1995,122000
JANCHOSETO,Japanese anchovy Inland Sea of Japan,24,2018,1995,1996,114000
JANCHOSETO,Japanese anchovy Inland Sea of Japan,24,2018,1995,1997,100000
JANCHOSETO,Japanese anchovy Inland Sea of Japan,24,2018,1995,1998,132000
JANCHOSETO,Japanese anchovy Inland Sea of Japan,24,2018,1995,1999,190000
JANCHOSETO,Japanese anchovy Inland Sea of Japan,24,2018,1995,2000,197000
JANCHOSETO,Japanese anchovy Inland Sea of Japan,24,2018,1995,2001,196000
JANCHOSETO,Japanese anchovy Inland Sea of Japan,24,2018,1995,2002,234000
JANCHOSETO,Japanese anchovy Inland Sea of Japan,24,2018,1995,2003,207000
JANCHOSETO,Japanese anchovy Inland Sea of Japan,24,2018,1995,2004,176000
JANCHOSETO,Japanese anchovy Inland Sea of Japan,24,2018,1995,2005,179000
JANCHOSETO,Japanese anchovy Inland Sea of Japan,24,2018,1995,2006,214000
JANCHOSETO,Japanese anchovy Inland Sea of Japan,24,2018,1995,2007,188000
JANCHOSETO,Japanese anchovy Inland Sea of Japan,24,2018,1995,2008,381000
JANCHOSETO,Japanese anchovy Inland Sea of Japan,24,2018,1995,2009,343000
JANCHOSETO,Japanese anchovy Inland Sea of Japan,24,2018,1995,2010,244000
JANCHOSETO,Japanese anchovy Inland Sea of Japan,24,2018,1995,2011,258000
JANCHOSETO,Japanese anchovy Inland Sea of Japan,24,2018,1995,2012,254000
JANCHOSETO,Japanese anchovy Inland Sea of Japan,24,2018,1995,2013,272000
JANCHOSETO,Japanese anchovy Inland Sea of Japan,24,2018,1995,2014,268000
JANCHOSETO,Japanese anchovy Inland Sea of Japan,24,2018,1995,2015,256000
JANCHOSETO,Japanese anchovy Inland Sea of Japan,24,2018,1995,2016,276000
JANCHOSETO,Japanese anchovy Inland Sea of Japan,24,2018,1995,2017,309000
JANCHOSETO,Japanese anchovy Inland Sea of Japan,24,2018,1995,2018,208000
JANCHOSETO,Japanese anchovy Inland Sea of Japan,24,2018,1995,2019,208000
JANCHOSETO,Japanese anchovy Inland Sea of Japan,24,2018,1995,2020,208000
JANCHOTSST,Japanese anchovy Tsushima Strait,24,2018,1995,1995,211000
JANCHOTSST,Japanese anchovy Tsushima Strait,24,2018,1995,1996,223000
JANCHOTSST,Japanese anchovy Tsushima Strait,24,2018,1995,1997,199000
JANCHOTSST,Japanese anchovy Tsushima Strait,24,2018,1995,1998,306000
JANCHOTSST,Japanese anchovy Tsushima Strait,24,2018,1995,1999,264000
JANCHOTSST,Japanese anchovy Tsushima Strait,24,2018,1995,2000,257000
JANCHOTSST,Japanese anchovy Tsushima Strait,24,2018,1995,2001,130000
JANCHOTSST,Japanese anchovy Tsushima Strait,24,2018,1995,2002,141000
JANCHOTSST,Japanese anchovy Tsushima Strait,24,2018,1995,2003,156000
JANCHOTSST,Japanese anchovy Tsushima Strait,24,2018,1995,2004,139000
JANCHOTSST,Japanese anchovy Tsushima Strait,24,2018,1995,2005,159000
JANCHOTSST,Japanese anchovy Tsushima Strait,24,2018,1995,2006,178000
JANCHOTSST,Japanese anchovy Tsushima Strait,24,2018,1995,2007,247000
JANCHOTSST,Japanese anchovy Tsushima Strait,24,2018,1995,2008,208000
JANCHOTSST,Japanese anchovy Tsushima Strait,24,2018,1995,2009,138000
JANCHOTSST,Japanese anchovy Tsushima Strait,24,2018,1995,2010,151000
JANCHOTSST,Japanese anchovy Tsushima Strait,24,2018,1995,2011,128000
JANCHOTSST,Japanese anchovy Tsushima Strait,24,2018,1995,2012,106000
JANCHOTSST,Japanese anchovy Tsushima Strait,24,2018,1995,2013,101000
JANCHOTSST,Japanese anchovy Tsushima Strait,24,2018,1995,2014,120000
JANCHOTSST,Japanese anchovy Tsushima Strait,24,2018,1995,2015,128000
JANCHOTSST,Japanese anchovy Tsushima Strait,24,2018,1995,2016,103000
JANCHOTSST,Japanese anchovy Tsushima Strait,24,2018,1995,2017,102000
JANCHOTSST,Japanese anchovy Tsushima Strait,24,2018,1995,2018,88000
JANCHOTSST,Japanese anchovy Tsushima Strait,24,2018,1995,2019,88000
JANCHOTSST,Japanese anchovy Tsushima Strait,24,2018,1995,2020,88000
JCSQUIDJPNAR,Japanese flying squid Japan Autumn recruitment,20,2014,1995,1995,1290000
JCSQUIDJPNAR,Japanese flying squid Japan Autumn recruitment,20,2014,1995,1996,1190000
JCSQUIDJPNAR,Japanese flying squid Japan Autumn recruitment,20,2014,1995,1997,1770000
JCSQUIDJPNAR,Japanese flying squid Japan Autumn recruitment,20,2014,1995,1998,689000
JCSQUIDJPNAR,Japanese flying squid Japan Autumn recruitment,20,2014,1995,1999,1500000
JCSQUIDJPNAR,Japanese flying squid Japan Autumn recruitment,20,2014,1995,2000,1870000
JCSQUIDJPNAR,Japanese flying squid Japan Autumn recruitment,20,2014,1995,2001,1770000
JCSQUIDJPNAR,Japanese flying squid Japan Autumn recruitment,20,2014,1995,2002,2040000
JCSQUIDJPNAR,Japanese flying squid Japan Autumn recruitment,20,2014,1995,2003,1370000
JCSQUIDJPNAR,Japanese flying squid Japan Autumn recruitment,20,2014,1995,2004,982000
JCSQUIDJPNAR,Japanese flying squid Japan Autumn recruitment,20,2014,1995,2005,1320000
JCSQUIDJPNAR,Japanese flying squid Japan Autumn recruitment,20,2014,1995,2006,1290000
JCSQUIDJPNAR,Japanese flying squid Japan Autumn recruitment,20,2014,1995,2007,910000
JCSQUIDJPNAR,Japanese flying squid Japan Autumn recruitment,20,2014,1995,2008,1710000
JCSQUIDJPNAR,Japanese flying squid Japan Autumn recruitment,20,2014,1995,2009,1490000
JCSQUIDJPNAR,Japanese flying squid Japan Autumn recruitment,20,2014,1995,2010,1190000
JCSQUIDJPNAR,Japanese flying squid Japan Autumn recruitment,20,2014,1995,2011,1350000
JCSQUIDJPNAR,Japanese flying squid Japan Autumn recruitment,20,2014,1995,2012,1410000
JCSQUIDJPNAR,Japanese flying squid Japan Autumn recruitment,20,2014,1995,2013,1150000
JCSQUIDJPNAR,Japanese flying squid Japan Autumn recruitment,20,2014,1995,2014,2350000
JCSQUIDJPNAR,Japanese flying squid Japan Autumn recruitment,20,2014,1995,2015,2350000
JCSQUIDJPNAR,Japanese flying squid Japan Autumn recruitment,20,2014,1995,2016,2350000
JCSQUIDJPNAR,Japanese flying squid Japan Autumn recruitment,20,2014,1995,2017,2350000
JCSQUIDJPNAR,Japanese flying squid Japan Autumn recruitment,20,2014,1995,2018,2350000
JCSQUIDJPNAR,Japanese flying squid Japan Autumn recruitment,20,2014,1995,2019,2350000
JCSQUIDJPNAR,Japanese flying squid Japan Autumn recruitment,20,2014,1995,2020,2350000
JCSQUIDJPNWR,Japanese flying squid Japan Winter recruitment,20,2014,1995,1995,788000
JCSQUIDJPNWR,Japanese flying squid Japan Winter recruitment,20,2014,1995,1996,1330000
JCSQUIDJPNWR,Japanese flying squid Japan Winter recruitment,20,2014,1995,1997,1050000
JCSQUIDJPNWR,Japanese flying squid Japan Winter recruitment,20,2014,1995,1998,513000
JCSQUIDJPNWR,Japanese flying squid Japan Winter recruitment,20,2014,1995,1999,612000
JCSQUIDJPNWR,Japanese flying squid Japan Winter recruitment,20,2014,1995,2000,906000
JCSQUIDJPNWR,Japanese flying squid Japan Winter recruitment,20,2014,1995,2001,861000
JCSQUIDJPNWR,Japanese flying squid Japan Winter recruitment,20,2014,1995,2002,777000
JCSQUIDJPNWR,Japanese flying squid Japan Winter recruitment,20,2014,1995,2003,825000
JCSQUIDJPNWR,Japanese flying squid Japan Winter recruitment,20,2014,1995,2004,883000
JCSQUIDJPNWR,Japanese flying squid Japan Winter recruitment,20,2014,1995,2005,833000
JCSQUIDJPNWR,Japanese flying squid Japan Winter recruitment,20,2014,1995,2006,641000
JCSQUIDJPNWR,Japanese flying squid Japan Winter recruitment,20,2014,1995,2007,1160000
JCSQUIDJPNWR,Japanese flying squid Japan Winter recruitment,20,2014,1995,2008,985000
JCSQUIDJPNWR,Japanese flying squid Japan Winter recruitment,20,2014,1995,2009,1180000
JCSQUIDJPNWR,Japanese flying squid Japan Winter recruitment,20,2014,1995,2010,888000
JCSQUIDJPNWR,Japanese flying squid Japan Winter recruitment,20,2014,1995,2011,1100000
JCSQUIDJPNWR,Japanese flying squid Japan Winter recruitment,20,2014,1995,2012,864000
JCSQUIDJPNWR,Japanese flying squid Japan Winter recruitment,20,2014,1995,2013,838000
JCSQUIDJPNWR,Japanese flying squid Japan Winter recruitment,20,2014,1995,2014,823000
JCSQUIDJPNWR,Japanese flying squid Japan Winter recruitment,20,2014,1995,2015,823000
JCSQUIDJPNWR,Japanese flying squid Japan Winter recruitment,20,2014,1995,2016,823000
JCSQUIDJPNWR,Japanese flying squid Japan Winter recruitment,20,2014,1995,2017,823000
JCSQUIDJPNWR,Japanese flying squid Japan Winter recruitment,20,2014,1995,2018,823000
JCSQUIDJPNWR,Japanese flying squid Japan Winter recruitment,20,2014,1995,2019,823000
JCSQUIDJPNWR,Japanese flying squid Japan Winter recruitment,20,2014,1995,2020,823000
JMACKPJPN,Japanese jack mackerel Pacific Coast of Japan,25,2019,1995,1995,149000
JMACKPJPN,Japanese jack mackerel Pacific Coast of Japan,25,2019,1995,1996,162000
JMACKPJPN,Japanese jack mackerel Pacific Coast of Japan,25,2019,1995,1997,143000
JMACKPJPN,Japanese jack mackerel Pacific Coast of Japan,25,2019,1995,1998,127000
JMACKPJPN,Japanese jack mackerel Pacific Coast of Japan,25,2019,1995,1999,119000
JMACKPJPN,Japanese jack mackerel Pacific Coast of Japan,25,2019,1995,2000,125000
JMACKPJPN,Japanese jack mackerel Pacific Coast of Japan,25,2019,1995,2001,139000
JMACKPJPN,Japanese jack mackerel Pacific Coast of Japan,25,2019,1995,2002,111000
JMACKPJPN,Japanese jack mackerel Pacific Coast of Japan,25,2019,1995,2003,108000
JMACKPJPN,Japanese jack mackerel Pacific Coast of Japan,25,2019,1995,2004,111000
JMACKPJPN,Japanese jack mackerel Pacific Coast of Japan,25,2019,1995,2005,100000
JMACKPJPN,Japanese jack mackerel Pacific Coast of Japan,25,2019,1995,2006,89000
JMACKPJPN,Japanese jack mackerel Pacific Coast of Japan,25,2019,1995,2007,80000
JMACKPJPN,Japanese jack mackerel Pacific Coast of Japan,25,2019,1995,2008,74000
JMACKPJPN,Japanese jack mackerel Pacific Coast of Japan,25,2019,1995,2009,56000
JMACKPJPN,Japanese jack mackerel Pacific Coast of Japan,25,2019,1995,2010,61000
JMACKPJPN,Japanese jack mackerel Pacific Coast of Japan,25,2019,1995,2011,65000
JMACKPJPN,Japanese jack mackerel Pacific Coast of Japan,25,2019,1995,2012,68000
JMACKPJPN,Japanese jack mackerel Pacific Coast of Japan,25,2019,1995,2013,69000
JMACKPJPN,Japanese jack mackerel Pacific Coast of Japan,25,2019,1995,2014,53000
JMACKPJPN,Japanese jack mackerel Pacific Coast of Japan,25,2019,1995,2015,44000
JMACKPJPN,Japanese jack mackerel Pacific Coast of Japan,25,2019,1995,2016,49000
JMACKPJPN,Japanese jack mackerel Pacific Coast of Japan,25,2019,1995,2017,49000
JMACKPJPN,Japanese jack mackerel Pacific Coast of Japan,25,2019,1995,2018,44000
JMACKPJPN,Japanese jack mackerel Pacific Coast of Japan,25,2019,1995,2019,38000
JMACKPJPN,Japanese jack mackerel Pacific Coast of Japan,25,2019,1995,2020,38000
JMACKTSST,Japanese jack mackerel Tsushima Strait,25,2019,1995,1995,520000
JMACKTSST,Japanese jack mackerel Tsushima Strait,25,2019,1995,1996,503000
JMACKTSST,Japanese jack mackerel Tsushima Strait,25,2019,1995,1997,518000
JMACKTSST,Japanese jack mackerel Tsushima Strait,25,2019,1995,1998,528000
JMACKTSST,Japanese jack mackerel Tsushima Strait,25,2019,1995,1999,419000
JMACKTSST,Japanese jack mackerel Tsushima Strait,25,2019,1995,2000,382000
JMACKTSST,Japanese jack mackerel Tsushima Strait,25,2019,1995,2001,280000
JMACKTSST,Japanese jack mackerel Tsushima Strait,25,2019,1995,2002,348000
JMACKTSST,Japanese jack mackerel Tsushima Strait,25,2019,1995,2003,530000
JMACKTSST,Japanese jack mackerel Tsushima Strait,25,2019,1995,2004,543000
JMACKTSST,Japanese jack mackerel Tsushima Strait,25,2019,1995,2005,448000
JMACKTSST,Japanese jack mackerel Tsushima Strait,25,2019,1995,2006,448000
JMACKTSST,Japanese jack mackerel Tsushima Strait,25,2019,1995,2007,416000
JMACKTSST,Japanese jack mackerel Tsushima Strait,25,2019,1995,2008,389000
JMACKTSST,Japanese jack mackerel Tsushima Strait,25,2019,1995,2009,383000
JMACKTSST,Japanese jack mackerel Tsushima Strait,25,2019,1995,2010,379000
JMACKTSST,Japanese jack mackerel Tsushima Strait,25,2019,1995,2011,391000
JMACKTSST,Japanese jack mackerel Tsushima Strait,25,2019,1995,2012,346000
JMACKTSST,Japanese jack mackerel Tsushima Strait,25,2019,1995,2013,351000
JMACKTSST,Japanese jack mackerel Tsushima Strait,25,2019,1995,2014,380000
JMACKTSST,Japanese jack mackerel Tsushima Strait,25,2019,1995,2015,429000
JMACKTSST,Japanese jack mackerel Tsushima Strait,25,2019,1995,2016,386000
JMACKTSST,Japanese jack mackerel Tsushima Strait,25,2019,1995,2017,423000
JMACKTSST,Japanese jack mackerel Tsushima Strait,25,2019,1995,2018,430000
JMACKTSST,Japanese jack mackerel Tsushima Strait,25,2019,1995,2019,418000
JMACKTSST,Japanese jack mackerel Tsushima Strait,25,2019,1995,2020,418000
JPUFFIMKB,Japanese pufferfish Ise and Mikawa Bay,19,2013,1995,1995,181
JPUFFIMKB,Japanese pufferfish Ise and Mikawa Bay,19,2013,1995,1996,131
JPUFFIMKB,Japanese pufferfish Ise and Mikawa Bay,19,2013,1995,1997,152
JPUFFIMKB,Japanese pufferfish Ise and Mikawa Bay,19,2013,1995,1998,156
JPUFFIMKB,Japanese pufferfish Ise and Mikawa Bay,19,2013,1995,1999,255
JPUFFIMKB,Japanese pufferfish Ise and Mikawa Bay,19,2013,1995,2000,543
JPUFFIMKB,Japanese pufferfish Ise and Mikawa Bay,19,2013,1995,2001,458
JPUFFIMKB,Japanese pufferfish Ise and Mikawa Bay,19,2013,1995,2002,860
JPUFFIMKB,Japanese pufferfish Ise and Mikawa Bay,19,2013,1995,2003,449
JPUFFIMKB,Japanese pufferfish Ise and Mikawa Bay,19,2013,1995,2004,240
JPUFFIMKB,Japanese pufferfish Ise and Mikawa Bay,19,2013,1995,2005,169
JPUFFIMKB,Japanese pufferfish Ise and Mikawa Bay,19,2013,1995,2006,296
JPUFFIMKB,Japanese pufferfish Ise and Mikawa Bay,19,2013,1995,2007,376
JPUFFIMKB,Japanese pufferfish Ise and Mikawa Bay,19,2013,1995,2008,313
JPUFFIMKB,Japanese pufferfish Ise and Mikawa Bay,19,2013,1995,2009,391
JPUFFIMKB,Japanese pufferfish Ise and Mikawa Bay,19,2013,1995,2010,230
JPUFFIMKB,Japanese pufferfish Ise and Mikawa Bay,19,2013,1995,2011,160
JPUFFIMKB,Japanese pufferfish Ise and Mikawa Bay,19,2013,1995,2012,131
JPUFFIMKB,Japanese pufferfish Ise and Mikawa Bay,19,2013,1995,2013,132
JPUFFIMKB,Japanese pufferfish Ise and Mikawa Bay,19,2013,1995,2014,132
JPUFFIMKB,Japanese pufferfish Ise and Mikawa Bay,19,2013,1995,2015,132
JPUFFIMKB,Japanese pufferfish Ise and Mikawa Bay,19,2013,1995,2016,132
JPUFFIMKB,Japanese pufferfish Ise and Mikawa Bay,19,2013,1995,2017,132
JPUFFIMKB,Japanese pufferfish Ise and Mikawa Bay,19,2013,1995,2018,132
JPUFFIMKB,Japanese pufferfish Ise and Mikawa Bay,19,2013,1995,2019,132
JPUFFIMKB,Japanese pufferfish Ise and Mikawa Bay,19,2013,1995,2020,132
KCROCKNPAC,Kichiji rockfish North Pacific,19,2013,1995,1995,1420
KCROCKNPAC,Kichiji rockfish North Pacific,19,2013,1995,1996,1520
KCROCKNPAC,Kichiji rockfish North Pacific,19,2013,1995,1997,1820
KCROCKNPAC,Kichiji rockfish North Pacific,19,2013,1995,1998,1600
KCROCKNPAC,Kichiji rockfish North Pacific,19,2013,1995,1999,2500
KCROCKNPAC,Kichiji rockfish North Pacific,19,2013,1995,2000,2590
KCROCKNPAC,Kichiji rockfish North Pacific,19,2013,1995,2001,2560
KCROCKNPAC,Kichiji rockfish North Pacific,19,2013,1995,2002,3080
KCROCKNPAC,Kichiji rockfish North Pacific,19,2013,1995,2003,3210
KCROCKNPAC,Kichiji rockfish North Pacific,19,2013,1995,2004,3140
KCROCKNPAC,Kichiji rockfish North Pacific,19,2013,1995,2005,3770
